"Area_code","LSOA_name","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W01001120","TheValeofGlamorgan014D","1,323","157","129","363",386,"288","641",76,"67","171",199,128,"682",81,"62","192",187,160
