"Area_code","LSOA_name","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E01031179","Rugby010D","1,760","342","209","566",332,"311","876",173,"127","266",166,144,"884",169,"82","300",166,167
