"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E09000005","Brent","E01000591","Brent003F","Brent 003F",11.87,3.27,12.13,26.82,-1.59,-4.69,15.33,5.19,12.5,31.04,3.17,-7.44,8.14,1.39,11.76,21.56,-6.35,-2.22
