"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E08000022","North Tyneside","E01008528","NorthTyneside022C","North Tyneside 022C",-1.43,1.41,0,-2.73,0.73,-4.59,-0.71,4.35,-1.37,-0.72,-1.43,-4.9,-2.19,-2.04,1.45,-4.81,3.01,-4.31
