"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E07000238","Wychavon","E01032386","Wychavon001B","Wychavon 001B",1.2,-3.79,-7.28,1.59,5.78,3.17,3.49,-9.01,-10,12.35,11.32,1.12,-0.96,2,-4.94,-7.21,0.59,5.33
