"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E06000004","Stockton-on-Tees","E01012278","Stockton-on-Tees004A","Stockton-on-Tees 004A",-1.01,-3.07,-8.97,3.53,0.81,-3.03,0,-5.66,-16.25,12.37,-0.81,0,-2.01,0,-1.32,-4.27,2.4,-6
