"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000016","Rhondda Cynon Taf","W01001186","RhonddaCynonTaf001A","Rhondda Cynon Taf 001A",-3.09,-5.35,-9.39,-4.79,4.44,-1.43,-4.66,0.64,-14.89,-12.73,4.02,5.56,-1.56,-10.05,-3.45,4.05,4.88,-7.19
"W06000016","Rhondda Cynon Taf","W01001187","RhonddaCynonTaf001B","Rhondda Cynon Taf 001B",-2.22,-0.46,-8.72,-2.55,-5.38,3.99,-4.11,-1.65,-10.98,-5.34,-4.91,0.75,-0.16,1.05,-5.97,0.54,-5.88,7.04
"W06000016","Rhondda Cynon Taf","W01001188","RhonddaCynonTaf001C","Rhondda Cynon Taf 001C",0.59,-5.41,-0.8,4.49,2.16,0,2.84,1.83,4.55,10.96,-0.86,-3.15,-1.47,-12.39,-6.78,-0.53,5.17,2.9
"W06000016","Rhondda Cynon Taf","W01001221","RhonddaCynonTaf001D","Rhondda Cynon Taf 001D",4.73,5.41,-3.19,11.45,7.22,-2.61,9.46,0,9.09,21.83,11.29,0.78,0.63,11.76,-11.71,2.6,3.6,-5.08
"W06000016","Rhondda Cynon Taf","W01001222","RhonddaCynonTaf001E","Rhondda Cynon Taf 001E",2.2,5.33,5.56,-0.56,6.72,-3.79,4.65,2.55,17.71,5.88,1.54,-1.69,-0.12,8.38,-4.17,-6.52,12.2,-5.48
"W06000016","Rhondda Cynon Taf","W01001233","RhonddaCynonTaf001F","Rhondda Cynon Taf 001F",2.45,4.78,5.13,-2.55,5.44,3.17,3.33,7.94,5.71,-5.06,10.42,3.13,1.59,1.6,4.44,0,0.52,3.21
"W06000016","Rhondda Cynon Taf","W01001148","RhonddaCynonTaf002A","Rhondda Cynon Taf 002A",1.57,-0.36,1.08,2.95,0.32,2.27,2.22,0.72,4.21,0.68,-1.28,10.24,0.94,-1.43,-2.22,5.34,1.91,-3.3
"W06000016","Rhondda Cynon Taf","W01001152","RhonddaCynonTaf002B","Rhondda Cynon Taf 002B",-2.28,0,-6.42,6.04,-2.89,-11.46,2.66,-3.66,-1.8,18.67,5.75,-10.85,-6.84,4.69,-11.21,-3.93,-10.14,-12.02
"W06000016","Rhondda Cynon Taf","W01001153","RhonddaCynonTaf002C","Rhondda Cynon Taf 002C",0.7,-3.52,-4.37,6.85,1.06,-2.32,4.07,-0.71,0,12.82,5.22,-3.7,-2.47,-6.25,-10.34,1.53,-2.67,-1.2
"W06000016","Rhondda Cynon Taf","W01001155","RhonddaCynonTaf002D","Rhondda Cynon Taf 002D",5.91,1.27,-10.16,4.92,6.67,20.13,8.84,4.8,-6.25,16.9,7.25,10.45,3.32,-2.7,-13.08,-5.98,6.17,27.81
"W06000016","Rhondda Cynon Taf","W01001149","RhonddaCynonTaf003A","Rhondda Cynon Taf 003A",-4.13,-12.5,-9.27,-0.22,-1.37,-2.08,0.7,-9.6,-3.7,11.57,0,-3.31,-8.54,-15.27,-15.46,-10.66,-2.76,-1.19
"W06000016","Rhondda Cynon Taf","W01001150","RhonddaCynonTaf003B","Rhondda Cynon Taf 003B",3.79,-4.18,2.98,6.93,9.97,0.28,4.83,-2.31,-9.2,6.99,22.46,-0.63,2.8,-6.02,16.05,6.87,-1.31,1.04
"W06000016","Rhondda Cynon Taf","W01001151","RhonddaCynonTaf003C","Rhondda Cynon Taf 003C",0.62,-3.69,-2.65,5.31,-3.58,2.38,-0.25,-11.85,-11.39,10.26,-5.23,5.31,1.47,9.76,6.94,0.91,-1.84,0
"W06000016","Rhondda Cynon Taf","W01001154","RhonddaCynonTaf003D","Rhondda Cynon Taf 003D",1.27,-1.38,-3.51,0.41,6.91,2.68,4.61,8.91,1.35,0,10.43,7.03,-1.74,-10.26,-7.22,0.87,3.82,-0.58
"W06000016","Rhondda Cynon Taf","W01001156","RhonddaCynonTaf003E","Rhondda Cynon Taf 003E",0.83,-2.15,1.61,4.23,-2.92,2.78,1.1,-5.69,5.38,2.95,-2.05,8.75,0.55,1.82,-2.15,5.51,-3.85,-2
"W06000016","Rhondda Cynon Taf","W01001147","RhonddaCynonTaf004A","Rhondda Cynon Taf 004A",0.81,2.5,-6.53,2.95,1.28,0.25,4.14,11.21,-9.01,7.08,4.55,3.18,-2.19,-5.65,-3.41,-0.74,-2.08,-1.67
