"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000020","Torfaen","W01001487","Torfaen001A","Torfaen 001A",-0.12,5.67,-13.11,1.03,1.68,-0.31,-0.49,3.64,-16.98,0.84,3.16,0.65,0.26,8.55,-9,1.2,0,-1.16
"W06000020","Torfaen","W01001488","Torfaen001B","Torfaen 001B",-3.96,-6.18,-3.65,-6.93,1.7,-0.67,-1.7,-4.47,-12.64,-3.35,9.01,4.17,-6.01,-8.07,3.81,-10.39,-4.84,-3.89
"W06000020","Torfaen","W01001489","Torfaen001C","Torfaen 001C",-7.57,-14.68,-15.43,-6.6,-6.01,0.31,-7.05,-12.84,-13.33,-5.13,-8.55,0,-8.09,-16.55,-17.35,-8.17,-3.66,0.61
"W06000020","Torfaen","W01001490","Torfaen001D","Torfaen 001D",-0.15,1.72,-14.38,0,7.39,0,1.75,16.82,-20.73,4.04,4.1,-2.54,-1.92,-11.2,-7.69,-3.45,11.11,2.22
"W06000020","Torfaen","W01001482","Torfaen002A","Torfaen 002A",-0.89,2.65,-0.68,3.23,-5.51,-5.88,2.53,7.27,-3.95,9.58,-0.76,-4.59,-4.05,-1.72,2.86,-1.96,-10,-7.14
"W06000020","Torfaen","W01001483","Torfaen002B","Torfaen 002B",2.08,1.34,-2.65,4.31,0,4.87,2.81,-1.55,-1.19,3.96,6.9,7.69,1.41,4.44,-3.81,4.64,-6.56,2.96
"W06000020","Torfaen","W01001484","Torfaen002C","Torfaen 002C",-3.89,-2.03,1.68,-7.59,0.53,-7.51,-4.99,-3.21,2.44,-7.58,-2.14,-9.87,-2.84,-0.71,1.03,-7.6,3.21,-5.67
"W06000020","Torfaen","W01001485","Torfaen002D","Torfaen 002D",-2.22,-13.87,-0.68,-1.08,10.55,-4,-2.83,-22.01,16.18,1.78,7.14,-3.88,-1.65,-2.61,-15.19,-3.47,13.6,-4.11
"W06000020","Torfaen","W01001486","Torfaen002E","Torfaen 002E",-3.85,1.52,-5.42,-4.89,-7.01,-2.51,-4.99,1.55,-11.46,-9.59,0,-3.01,-2.66,1.48,2.86,0.42,-13.66,-2.05
"W06000020","Torfaen","W01001525","Torfaen003A","Torfaen 003A",5.03,3.76,11.37,10.06,0.66,-1.81,3.82,-8.96,7.27,18.67,-0.64,-0.64,6.25,21.38,15.84,3.04,2.04,-2.86
