"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000011","Swansea","W01000845","Swansea001A","Swansea 001A",1.07,-2.12,-5.15,-0.45,9.73,1.34,-0.69,-4.08,-16.03,-0.93,12.63,0,2.78,0,8.82,0,7.04,2.43
"W06000011","Swansea","W01000846","Swansea001B","Swansea 001B",-2.18,1.73,-10.29,-3.63,0.61,0,-1.64,12.29,-19.35,-6.28,6.88,-0.76,-2.69,-6.64,-0.84,-1.03,-5.42,0.7
"W06000011","Swansea","W01000847","Swansea001C","Swansea 001C",-0.47,3.55,-16.29,1.51,1.53,2.42,-1.42,3.45,-24.76,3.53,4,2.04,0.47,3.66,-4.11,-0.62,-0.74,2.73
"W06000011","Swansea","W01000848","Swansea001D","Swansea 001D",-0.9,-2.25,-3.23,7.3,-3.88,-8.48,2.09,4.62,-3.19,16.88,-6.19,-11,-3.55,-8.76,-3.28,0.46,-1.83,-6.45
"W06000011","Swansea","W01000750","Swansea002A","Swansea 002A",2.49,3.9,-2.91,4.65,4.89,-0.27,4.55,-4.96,-5.88,12.31,8.97,3.8,0.64,13.64,0,-2.34,1.23,-3.4
"W06000011","Swansea","W01000751","Swansea002B","Swansea 002B",-3.29,0,-14.06,-3.11,-3,-1.74,-1.01,-3.16,-12.7,2.65,-3.09,2.16,-5.44,3.57,-15.38,-8.63,-2.92,-5.05
"W06000011","Swansea","W01000752","Swansea002C","Swansea 002C",0.33,-3.85,11.25,-1.88,4.03,0,2.3,-2.29,4.65,1.98,9.76,0,-1.5,-5.29,18.92,-5.36,-0.67,0
"W06000011","Swansea","W01000753","Swansea002D","Swansea 002D",-0.28,1.66,1.86,-2.4,2.73,-3,4.09,7.69,3.45,0.84,5.17,5.88,-4.17,-3.8,0,-5.3,0.71,-9.92
"W06000011","Swansea","W01000754","Swansea002E","Swansea 002E",1.99,-1.54,1.12,3.53,3.49,1.37,5.12,6.78,4.49,3.64,11.04,0,-1.01,-8.51,-2.25,3.42,-3.31,2.72
"W06000011","Swansea","W01000803","Swansea002F","Swansea 002F",-0.28,-2.54,-15.38,4.44,0,2.3,-0.43,-3.61,-15.38,7.17,0.9,-0.51,-0.11,-1.34,-15.38,1.93,-1.01,5.13
"W06000011","Swansea","W01000806","Swansea003A","Swansea 003A",2.54,9.24,1.27,8.32,1.06,-7.52,5.4,18.42,-1.11,14.61,0.76,-8.38,-0.13,0.81,4.41,2.52,1.32,-6.77
"W06000011","Swansea","W01000807","Swansea003B","Swansea 003B",3.92,7.39,7.59,6.1,2.43,-1.56,3.97,0.99,4.82,7.18,1.72,3.94,3.88,16,11.29,4.95,3.05,-6.98
"W06000011","Swansea","W01000808","Swansea003C","Swansea 003C",-0.07,-1.04,-9.03,10,-8.03,0.48,1.47,4.88,-18.75,16.85,-2.17,-2.2,-1.47,-5.45,6.78,3.23,-13.04,2.6
"W06000011","Swansea","W01000810","Swansea003D","Swansea 003D",0.35,5.94,2.86,-2.65,0.88,-2.27,0.87,2.52,-14.56,7.83,1.98,-1.79,-0.13,10.24,27.78,-10.99,0,-2.63
"W06000011","Swansea","W01000815","Swansea003E","Swansea 003E",-0.65,-9.22,-1.34,1.38,4.46,-2.48,-0.4,-10.38,-14.46,6.33,9.68,-4.69,-0.91,-8,15.15,-3.76,0,-0.47
"W06000011","Swansea","W01000816","Swansea003F","Swansea 003F",8.15,9.28,6.04,18.06,-2.11,0.39,2.38,7.38,9.52,1.97,-3.83,1.65,13.79,11.27,3.06,34.81,-0.51,-0.75
"W06000011","Swansea","W01000791","Swansea004A","Swansea 004A",-2.51,5.24,-6.94,-2.81,-4.93,-3.06,-1.73,-4.84,-1.11,-2.67,0,2.33,-3.24,17.14,-13.25,-2.95,-8.77,-7.27
"W06000011","Swansea","W01000792","Swansea004B","Swansea 004B",-3.28,0,-14.42,-7.85,4.36,0.82,-1.77,-0.83,-18.81,-3.56,7.69,1.88,-4.62,1,-10.53,-11.7,1.6,0
"W06000011","Swansea","W01000793","Swansea004C","Swansea 004C",-3.9,-1.22,-13.5,-5.26,-1.09,1.38,-2.85,-2.3,-6.56,-2.35,-4.02,0.96,-4.94,0,-20.87,-7.75,2.37,1.75
"W06000011","Swansea","W01000837","Swansea004D","Swansea 004D",-0.24,0.99,-17.65,3.14,-2.11,4.26,-0.1,0.93,-19.27,3.31,1.73,1.85,-0.37,1.05,-16.07,2.96,-5.31,6.32
"W06000011","Swansea","W01000838","Swansea004E","Swansea 004E",5.74,6.56,-1.4,15.27,6.7,-7.23,8.55,11.21,5.97,18.13,15.85,-11.81,3.23,2.34,-7.89,12.68,0,-2.46
"W06000011","Swansea","W01000773","Swansea005A","Swansea 005A",-3.63,-1.58,-4.52,-6.85,-0.88,0.8,-5.18,-1.81,-13.58,-8.74,-4.62,11.11,-2.07,-1.33,4.12,-4.81,3.26,-5.63
"W06000011","Swansea","W01000774","Swansea005B","Swansea 005B",12.69,-1.95,25.36,19.78,16.48,6.46,14.8,-5.22,18.52,20.58,20.77,16.3,10.65,1.63,35.09,18.84,12.59,0.45
"W06000011","Swansea","W01000841","Swansea005C","Swansea 005C",-4.16,2.6,-13,-5.13,-1.93,-4.95,-3.33,1.34,-11.97,-3.91,-4.91,2.38,-5.01,4.17,-14.46,-6.37,1.35,-9.64
"W06000011","Swansea","W01000842","Swansea005D","Swansea 005D",2.08,-7.31,0,15.3,-2.81,-1.34,3.69,-9.24,3.13,20.71,-3.65,-1.25,0.56,-5,-2.6,9.39,-2.03,-1.42
"W06000011","Swansea","W01000843","Swansea005E","Swansea 005E",3.91,1.57,-2.63,8.13,2.68,4.92,6.26,-2.04,-2.9,20.11,7.97,-1.71,1.71,6.48,-2.41,-1.8,-1.88,11.02
"W06000011","Swansea","W01000844","Swansea005F","Swansea 005F",4.2,7.05,11.41,5.13,-1,1.05,3.04,-2.24,5.26,2.75,6.29,4.6,5.38,18.69,17.81,7.58,-7.64,-1.94
"W06000011","Swansea","W01000795","Swansea006A","Swansea 006A",-3.08,-5.32,-6.29,-7.34,-0.27,7.02,-1.15,-1.47,0,-4.88,-1.04,5.93,-4.94,-9.45,-12.79,-9.36,0.58,8.06
"W06000011","Swansea","W01000796","Swansea006B","Swansea 006B",-3.68,-3.4,-7.19,-5.35,1.69,-0.37,-3.92,-4.61,-8.99,-5.47,7.22,-4,-3.45,-2.1,-5.13,-5.25,-3.17,2.82
"W06000011","Swansea","W01000800","Swansea006C","Swansea 006C",0.53,-4.33,-4.61,8.5,-4.64,1.25,0.28,-12.5,-17.86,18,-1.27,-0.7,0.74,3.97,11.76,0.81,-7.45,2.79
"W06000011","Swansea","W01000801","Swansea006D","Swansea 006D",-0.82,3.82,-9.76,2.3,-5.1,-0.79,1.54,7.43,-11.57,3.57,-0.79,4.81,-3.08,-0.72,-7.14,1.11,-8.33,-4.67
