"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000021","Monmouthshire","W01001545","Monmouthshire001A","Monmouthshire 001A",-0.62,-2.27,10.39,12.8,-4.42,-4.96,-3.56,-6.52,-16.13,16.38,-6.13,-8.09,1.94,2.38,28.26,9.7,-2.84,-2.4
"W06000021","Monmouthshire","W01001548","Monmouthshire001B","Monmouthshire 001B",-4.21,-7.29,-13.36,-2.28,-3.09,-1.69,-2.78,-7.48,-19.53,0,0,2.27,-5.62,-7.09,-5.77,-4.44,-5.98,-5.56
"W06000021","Monmouthshire","W01001557","Monmouthshire001C","Monmouthshire 001C",-0.71,-8.76,-6.4,4.18,1.3,-2.02,4.43,-1.52,0,12.5,1.08,1.91,-5.23,-16.81,-13.13,-3.14,1.5,-4.58
"W06000021","Monmouthshire","W01001571","Monmouthshire001D","Monmouthshire 001D",-0.62,0.56,-13.71,8.19,-2.24,-3.9,2.28,4.67,-1.61,12.72,1.33,-7.83,-3.63,-5.48,-25.81,3.55,-5.52,0
"W06000021","Monmouthshire","W01001579","Monmouthshire001E","Monmouthshire 001E",0.7,-10.13,4.4,3.47,0.89,1.28,3.06,-17.57,11.63,10.73,4.91,0.51,-1.29,-3.57,-2.08,-3.03,-2.89,1.83
"W06000021","Monmouthshire","W01001546","Monmouthshire002A","Monmouthshire 002A",8.92,17.06,13.49,10.55,0,1.69,10.32,16.55,3.79,21.08,0,1.87,7.62,17.57,28.92,2.59,0,1.55
"W06000021","Monmouthshire","W01001558","Monmouthshire002C","Monmouthshire 002C",-0.52,-8.24,-16.2,5.05,2.14,1.92,-0.67,-9.09,-27.84,5.12,9.15,6.08,-0.39,-7.32,8.89,4.98,-4.02,-0.93
"W06000021","Monmouthshire","W01001580","Monmouthshire002E","Monmouthshire 002E",-2.35,-6.21,-7.82,-1.42,-0.78,-0.21,-4.29,-10.42,0,-3.46,-7.22,0,-0.53,-2.05,-14.89,0.86,5.79,-0.36
"W06000021","Monmouthshire","W01001909","Monmouthshire002F","Monmouthshire 002F",0,-6.5,1.01,9.47,-3.03,-4.96,-1.3,-9.48,0.67,6.75,1.6,-8.93,1.28,-3.27,1.35,12.27,-7.19,-1.27
"W06000021","Monmouthshire","W01001561","Monmouthshire003A","Monmouthshire 003A",1.15,-4.19,22.92,7.64,-1.23,-2.67,0.14,0,20,6.29,-5.59,-3.3,2.07,-7.69,26.09,8.97,3.05,-2.15
"W06000021","Monmouthshire","W01001562","Monmouthshire003B","Monmouthshire 003B",-6.75,-14.46,-1.88,-4.19,-7.32,-6.23,-3.36,-13.24,6.1,4.72,-6.18,-8.09,-10.18,-16.04,-10.26,-12.03,-8.38,-4.13
"W06000021","Monmouthshire","W01001563","Monmouthshire003C","Monmouthshire 003C",2.91,4.22,8.65,13.26,-6.96,0,6.36,8.14,11.54,16.92,-5.34,4.17,-0.17,0,5.77,9.7,-8.45,-2.91
"W06000021","Monmouthshire","W01001564","Monmouthshire003D","Monmouthshire 003D",3.56,0.99,-6.78,14.35,1.26,0.71,4.39,2.82,-16.95,20.72,4.12,0.32,2.76,-1.04,8.47,8.29,-1.39,1.02
"W06000021","Monmouthshire","W01001569","Monmouthshire003E","Monmouthshire 003E",-2.58,-13.11,-8.4,5.72,-1.49,-3.62,-2.11,-14.68,10.71,3.89,0,-6,-3.07,-10.81,-22.67,7.89,-2.98,-1.4
"W06000021","Monmouthshire","W01001552","Monmouthshire004A","Monmouthshire 004A",-0.9,-7.39,3.52,-1.23,3.64,-2.5,-0.39,-6.9,-6.74,9.03,4.32,-4.27,-1.39,-7.89,20.75,-9.39,3,-0.81
"W06000021","Monmouthshire","W01001553","Monmouthshire004B","Monmouthshire 004B",0.94,2.09,-3.8,2.16,-1.19,3.2,0.93,2.2,-9.33,5.22,-1.03,2.92,0.95,1.98,3.36,-0.42,-1.35,3.42
"W06000021","Monmouthshire","W01001554","Monmouthshire004C","Monmouthshire 004C",-19.19,-43.22,-54.94,0.56,2.52,3.09,-17.97,-45.34,-50.66,4.62,5.3,8.33,-20.4,-41.03,-60.22,-4.35,0,-0.4
"W06000021","Monmouthshire","W01001576","Monmouthshire004D","Monmouthshire 004D",-2.69,1.94,-20.13,0,1.9,-3.86,0.79,17.58,-26.58,1.96,9.47,-3.33,-5.58,-10.43,-12.86,-1.56,-4.35,-4.27
"W06000021","Monmouthshire","W01001577","Monmouthshire004E","Monmouthshire 004E",3.65,9.18,1.56,11.78,-0.96,-2.48,3.91,-4.42,35.56,10.13,0,-2.21,3.42,25.53,-16.87,13.46,-1.71,-2.7
"W06000021","Monmouthshire","W01001599","Monmouthshire004F","Monmouthshire 004F",-0.09,0.95,7.03,5.05,-5.93,-2.79,2.08,5.42,4.26,12.92,-5.8,-4.29,-2.16,-4.03,9.89,-2.47,-6.05,-1.46
"W06000021","Monmouthshire","W01001566","Monmouthshire005A","Monmouthshire 005A",-4.27,-2.42,-29.32,-1.57,2.48,-4.32,-7.53,5,-40,-4.17,1.81,-9.7,-0.52,-9.41,-10.42,1.32,3.18,2.21
"W06000021","Monmouthshire","W01001567","Monmouthshire005B","Monmouthshire 005B",0.1,3.96,3.7,-0.92,0.75,-1.91,4.42,-3.23,26.67,0,3.28,8.2,-3.59,15.38,-9.8,-1.96,-1.38,-8.33
"W06000021","Monmouthshire","W01001568","Monmouthshire005C","Monmouthshire 005C",-1.65,-8.39,2.91,-0.48,-3.47,1.83,-1.13,-8.73,9.3,-3.05,-1.52,1.41,-2.14,-8.11,-3.49,1.82,-5.51,2.22
"W06000021","Monmouthshire","W01001575","Monmouthshire005D","Monmouthshire 005D",-3.78,0,-8.26,-1.92,-8.13,-2.01,-2.12,4.08,-9.38,-2.58,-5.59,0.55,-5.49,-4.12,-6.67,-1.27,-10.53,-4.79
"W06000021","Monmouthshire","W01001581","Monmouthshire005E","Monmouthshire 005E",-1.69,1.9,-14.63,1.07,-2.89,-0.87,-1.37,1.5,-12.05,4.89,-2.55,-3.65,-1.99,2.31,-17.28,-2.48,-3.21,1.64
"W06000021","Monmouthshire","W01001555","Monmouthshire006A","Monmouthshire 006A",-2.53,0,-4.07,-2.36,-6.02,0.29,0.54,16.07,-5.45,6.78,-5.19,-1.73,-5.25,-11.84,-2.94,-10.29,-6.74,2.35
"W06000021","Monmouthshire","W01001556","Monmouthshire006B","Monmouthshire 006B",-0.83,1.62,-9.76,-2.33,-1.39,4.09,-1.72,2.22,-11.76,-8.72,0,9.48,0,1.05,-7.27,4.09,-2.65,0
"W06000021","Monmouthshire","W01001560","Monmouthshire006C","Monmouthshire 006C",1.58,-11.35,-9.27,17.42,0.87,-0.3,3.16,-10.99,-6.85,20,4.12,-1.14,0,-11.7,-11.54,14.84,-2.29,0.63
"W06000021","Monmouthshire","W01001565","Monmouthshire006D","Monmouthshire 006D",-6.15,-21.03,-13.23,-1.64,-4.55,-1.43,-5.43,-21.17,-16.67,-0.47,0.79,-2.42,-6.9,-20.87,-8.64,-2.78,-9.52,-0.41
"W06000021","Monmouthshire","W01001596","Monmouthshire006E","Monmouthshire 006E",-37.76,-21.28,-40.57,-60.92,-48.18,-6.78,-56.85,-22.92,-53.85,-75.81,-65.07,-21.11,-2.05,-19.57,-19.51,3.49,-9.9,6.54
"W06000021","Monmouthshire","W01001597","Monmouthshire006F","Monmouthshire 006F",-2.19,-9.38,-15.86,6.15,-1.78,-2.37,-2.8,-11.48,-25.93,14.57,-1.76,-6.7,-1.58,-6.86,-3.13,-1.34,-1.79,1.49
"W06000021","Monmouthshire","W01001549","Monmouthshire007A","Monmouthshire 007A",0.14,-0.47,-9.93,5.3,0.25,0,-0.39,-6.56,-6.41,4.29,3.48,-2,0.71,7.87,-13.7,6.33,-2.9,2.21
"W06000021","Monmouthshire","W01001583","Monmouthshire007B","Monmouthshire 007B",-3.23,-16.73,8.06,1.21,-2.72,-3.36,-6.08,-16.13,-8.06,-7.93,-1.02,-2.36,-0.37,-17.32,24.19,12.37,-4.33,-4.26
"W06000021","Monmouthshire","W01001585","Monmouthshire007C","Monmouthshire 007C",4.15,7.56,-8.94,11.25,0.34,3.55,5.05,5.62,-1.69,16.56,0,0.7,3.31,9.64,-15.63,6.74,0.7,5.99
"W06000021","Monmouthshire","W01001586","Monmouthshire007D","Monmouthshire 007D",2.69,4.52,7.79,5.97,-2.4,-0.8,7.12,11.9,19.33,14.42,-2.81,-2.65,-1.48,-3.4,-4.46,-0.73,-1.95,0.74
"W06000021","Monmouthshire","W01001594","Monmouthshire007E","Monmouthshire 007E",-6.43,-18.75,0,-9.64,2.36,-6.92,-3.52,-18.1,3.39,-1.36,6.15,-8.33,-9.09,-19.33,-4.55,-16.22,-0.99,-5.56
"W06000021","Monmouthshire","W01001595","Monmouthshire007F","Monmouthshire 007F",-1.8,-11.32,-10.14,6.74,-3.7,1.42,0.48,2.82,-16.44,13.39,2.47,-4.19,-3.99,-22.73,-4,0.71,-8.99,8.13
"W06000021","Monmouthshire","W01001559","Monmouthshire008A","Monmouthshire 008A",-1.3,-10.22,0,9.22,-2.2,-5.37,-0.29,-12.5,3.23,10.87,7.87,-10.22,-2.27,-7.62,-3.64,7.47,-10.96,-1.34
"W06000021","Monmouthshire","W01001584","Monmouthshire008B","Monmouthshire 008B",-1.8,-5.65,-14.23,4.89,0.78,-4.31,-0.62,-7.82,-19.44,10.13,4.9,-3.57,-2.98,-3.43,-6.86,0,-3.83,-4.86
"W06000021","Monmouthshire","W01001587","Monmouthshire008C","Monmouthshire 008C",-6.18,-21.99,-23.62,-1.44,0.55,0,-4.8,-24.49,-16.87,0.81,0.52,0,-7.55,-19.44,-28.45,-4.04,0.59,0
