"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000004","Denbighshire","W01000218","Denbighshire001A","Denbighshire 001A",15.64,18.03,7.22,13.03,20.63,17.28,14.81,11.54,0,19.8,13.92,20.65,16.41,26.21,14.29,7.11,28.91,14.98
"W06000004","Denbighshire","W01000219","Denbighshire001B","Denbighshire 001B",4.7,0.67,15.24,5,6.44,2.04,5.15,-0.62,13.87,8.85,6.67,0.83,4.28,2.17,16.67,1.79,6.22,3.03
"W06000004","Denbighshire","W01000220","Denbighshire001C","Denbighshire 001C",6.36,29.63,11.9,8.72,0,4.56,3.8,37.04,9.09,8.44,-2.76,-0.56,8.83,22.22,15,9.03,2.66,9.25
"W06000004","Denbighshire","W01000213","Denbighshire002A","Denbighshire 002A",0.92,-11.88,11.04,9.52,2.91,-5.42,3.99,-14.78,20.78,17.42,2.24,-4.73,-1.72,-9.59,2.33,2.5,3.55,-5.98
"W06000004","Denbighshire","W01000214","Denbighshire002B","Denbighshire 002B",2.03,-3.79,19.7,15.58,-4.15,-10.12,7.54,-4.08,38.18,27.86,0.85,-10.2,-2.52,-3.54,6.49,6.08,-8.87,-10.06
"W06000004","Denbighshire","W01000215","Denbighshire002C","Denbighshire 002C",5.56,-9.36,11.68,7.98,11.65,5.42,2.98,-16.41,14.86,8.48,10.26,0.55,8.04,-0.93,7.94,7.53,13.07,9.33
"W06000004","Denbighshire","W01000216","Denbighshire002D","Denbighshire 002D",4.83,16.67,0,5.12,2.43,0.39,4.24,19.3,-9.09,9.09,4.35,-7.26,5.41,13.89,9.78,1.36,0.67,7.58
"W06000004","Denbighshire","W01000212","Denbighshire003A","Denbighshire 003A",3.98,3,-0.41,7.04,0.19,7.08,2.87,0,-10.08,9.05,3.6,4.3,5.05,5.84,10.34,5.12,-3.02,9.67
"W06000004","Denbighshire","W01000221","Denbighshire003B","Denbighshire 003B",5.26,2.49,17.36,7.32,4.2,1.6,3.13,-8.11,4.48,11.43,4.62,0,7.28,15.56,33.33,3.33,3.79,2.76
"W06000004","Denbighshire","W01000222","Denbighshire003C","Denbighshire 003C",2.63,0.72,13.74,10.73,-2.3,-2.01,6.76,11.94,17.19,17.14,-2.76,-1.53,-0.82,-9.79,10.45,4.82,-1.97,-2.39
