"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E07000150","Corby","E01026971","Corby001A","Corby 001A",3.19,-9.41,10.38,3.32,3.7,9.39,0.47,-12.77,7.78,2.39,1.66,3.55,5.82,-6.16,12.9,4.3,5.88,13.76
"E07000150","Corby","E01026979","Corby001B","Corby 001B",3.55,9.45,6.54,8.56,-4.14,0.32,4.46,9.68,-4.94,12.14,-1.44,2.8,2.7,9.23,19.44,5.46,-6.9,-1.75
"E07000150","Corby","E01026980","Corby001C","Corby 001C",2.88,9.63,3.25,7.8,0.86,-2.86,5.23,8.42,9.72,12.29,2.25,-1.69,0.74,10.87,-2.44,3.63,-0.41,-3.88
"E07000150","Corby","E01026982","Corby001D","Corby 001D",0.46,2.8,1.87,-2.18,-1.26,6.82,-0.43,1,-4.1,-0.67,-4.04,8.51,1.32,4.78,6.9,-3.62,1.5,5.56
"E07000150","Corby","E01026969","Corby002A","Corby 002A",-0.17,-3.77,2.9,3.89,-4.83,0.24,-0.69,-6.06,4.17,0.71,-1.73,1.12,0.33,-1.31,1.52,7.34,-7.82,-0.42
"E07000150","Corby","E01026970","Corby002B","Corby 002B",1.53,-0.9,-2.39,3.83,2.66,0.53,1.08,1.2,-9.82,5.32,1.2,0,1.97,-2.98,6.19,2.46,4.09,0.96
"E07000150","Corby","E01026972","Corby002C","Corby 002C",-1.34,-7.05,-4.76,2.55,-0.88,-0.51,-0.85,-8.47,4.04,1.17,4.68,-4.44,-1.82,-4.97,-11.36,3.86,-6.51,2.8
"E07000150","Corby","E01026976","Corby002D","Corby 002D",9.86,8.01,3.88,15.9,12.06,-3.23,17.21,23.03,16.13,16.91,17.61,4.55,2.94,-6.4,-6.19,14.87,6.43,-8.99
"E07000150","Corby","E01026981","Corby002E","Corby 002E",3.1,-6.37,8.55,10.58,3.24,-2.5,4.74,-10.26,2.94,17.28,1.36,4.55,1.44,-1.15,16.33,3.74,5.34,-7.06
"E07000150","Corby","E01026983","Corby002F","Corby 002F",-1.09,0,-5.41,-1.01,3.29,-5.14,-2.1,-7.69,4.76,-4.98,7.55,-4.76,0,9.78,-18.75,3.06,-0.93,-5.49
"E07000150","Corby","E01026957","Corby003A","Corby 003A",11.74,23.31,15.05,10.77,-0.28,15.58,10.96,13.89,16.84,6.73,8.84,16.3,12.54,34.43,13.19,15.38,-9.39,15.05
"E07000150","Corby","E01026958","Corby003B","Corby 003B",4.68,-5.21,20.77,8.14,1.89,7.59,8.32,-0.36,20.83,9.11,14.79,7.79,0.95,-10.7,20.69,7.14,-8.57,7.35
