"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000002","Gwynedd","W01000062","Gwynedd001A","Gwynedd 001A",-2.49,-14.96,-11.82,27.49,21.15,-1.96,-1.64,-30.38,-15.98,37.97,92.5,-2.13,-3.48,10.42,-7.08,13.22,-23.44,-1.82
"W06000002","Gwynedd","W01000076","Gwynedd001B","Gwynedd 001B",11.73,-6.45,21.77,22.44,-1.53,-4.84,10.5,-13.43,8.67,27.22,-3.17,8,13.05,1.75,36.36,15.91,0,-13.51
"W06000002","Gwynedd","W01000077","Gwynedd001C","Gwynedd 001C",-16.97,-8.09,-32.6,-7.91,10.4,-8.57,-18.36,-7.87,-34.77,-11.89,19.05,-17.28,-15.47,-8.33,-30.65,-1.35,1.61,-1.06
"W06000002","Gwynedd","W01000091","Gwynedd001D","Gwynedd 001D",-0.5,-1.89,-6.82,0.71,3.94,0,2.65,6.61,-8.25,-2.17,14,12.73,-3.67,-9.09,-5.06,4.12,-5.83,-8.75
"W06000002","Gwynedd","W01000092","Gwynedd001E","Gwynedd 001E",-5.33,-22.92,-7.86,15.45,-2.7,-11.24,-4.31,-39.58,-7.29,14.15,6.58,-14.94,-6.24,-6.25,-8.32,17.82,-12.5,-7.69
"W06000002","Gwynedd","W01000064","Gwynedd002A","Gwynedd 002A",-2.05,-2.05,-16.77,8.19,5.19,-14.33,-1.08,2.98,-15.24,8.48,11.11,-24,-3.05,-7.84,-18.24,7.87,0,-4.67
"W06000002","Gwynedd","W01000072","Gwynedd002B","Gwynedd 002B",-4.24,-25.41,9.33,-5.11,-0.33,1.27,0.57,-27.17,25,1.96,1.29,5.69,-8.35,-23.6,-2.25,-11.26,-2.05,-1.57
"W06000002","Gwynedd","W01000075","Gwynedd002C","Gwynedd 002C",-8.24,-6.57,-18,-2.65,-4.23,-6.9,-6.21,0.9,-30.96,15.15,5.56,-8.05,-10.17,-14.71,0,-16.54,-11.38,-6.03
"W06000002","Gwynedd","W01000090","Gwynedd002D","Gwynedd 002D",4.95,12.38,-0.52,9.76,0.41,-6.76,11.02,13.79,-16.04,26.56,7.14,8.11,-0.13,10.74,18.82,-2.7,-4.14,-15.04
"W06000002","Gwynedd","W01000102","Gwynedd002E","Gwynedd 002E",5.88,13.2,-10.22,11.78,1.28,5.54,3.76,15.6,-9.33,5.36,4.92,-1.46,8.05,10.23,-11.29,18.4,-2.65,11.18
"W06000002","Gwynedd","W01000050","Gwynedd003A","Gwynedd 003A",0.92,-14.73,9.93,7.65,-0.66,2.68,5.59,-5.3,21.33,10.63,-1.92,8.59,-3.67,-24.6,-3.03,4.55,0.68,-1.75
"W06000002","Gwynedd","W01000071","Gwynedd003B","Gwynedd 003B",-1.56,0.67,-1.76,-0.81,2.07,-11.01,-1.52,0,-6.21,0.47,8.7,-16.47,-1.61,1.36,4.07,-2.04,-3.95,-5.42
"W06000002","Gwynedd","W01000096","Gwynedd003C","Gwynedd 003C",-1.35,0.33,7.94,1.12,-12.78,-2.15,-0.9,0,-6.58,8.33,-9.48,-6.54,-1.78,0.68,30,-4.98,-16.22,1.59
"W06000002","Gwynedd","W01000097","Gwynedd003D","Gwynedd 003D",0.61,3.68,-7.86,1.51,9.29,-8.47,1.78,-3.16,0,2.49,11.02,-5.62,-0.52,10.53,-13.75,0.51,7.41,-11
"W06000002","Gwynedd","W01000115","Gwynedd003E","Gwynedd 003E",-0.41,-1.75,-1.39,2.89,0.63,-5.15,1.94,-0.51,4.5,3.98,3.51,-2.56,-2.66,-2.97,-7.62,1.76,-2,-7.33
"W06000002","Gwynedd","W01000052","Gwynedd004A","Gwynedd 004A",-5.32,-5.63,-20.59,-2.17,-0.51,-3.16,-6.03,-7.2,-27.27,-3.31,9.47,-3.51,-4.61,-3.77,-11.27,-1.06,-9.71,-2.88
"W06000002","Gwynedd","W01000053","Gwynedd004B","Gwynedd 004B",-6.34,2.11,-12.14,-9.42,-5.64,-4.55,-6.32,9.35,-7.14,-15,-7.14,-0.93,-6.37,-7.23,-17.14,-2.91,-3.97,-8.04
"W06000002","Gwynedd","W01000087","Gwynedd004C","Gwynedd 004C",-4.08,-8.71,-13.96,-3.99,3.22,0.8,-3.98,-8.74,-20,-2.84,4.76,2.94,-4.17,-8.68,-7.48,-5.07,1.83,-0.97
"W06000002","Gwynedd","W01000119","Gwynedd004D","Gwynedd 004D",-4.43,0.8,-16.34,0.36,-7.19,-8.01,-5.6,3.09,-21.54,0,-7.33,-13.12,-3.22,-1.65,-11.02,0.75,-7.05,-3.32
"W06000002","Gwynedd","W01000063","Gwynedd005A","Gwynedd 005A",-5.51,-10.02,-15.64,6.48,-6.12,-11.86,-6.3,-18.26,-12.74,6.03,-5.12,-8.59,-4.7,0,-18.67,6.92,-7.34,-14.42
"W06000002","Gwynedd","W01000081","Gwynedd005B","Gwynedd 005B",-1.1,6.6,-2.16,-0.27,-3.38,-5.23,-0.68,5.73,-7.87,3.44,-4.72,-4.32,-1.51,7.53,4.81,-3.67,-1.73,-5.88
"W06000002","Gwynedd","W01000099","Gwynedd005C","Gwynedd 005C",3.48,-1.76,-6.38,5.18,5.65,8.81,1.81,1.38,-7.78,2.86,7.64,0,5.12,-5.04,-5.1,7.66,3.91,17.18
"W06000002","Gwynedd","W01000103","Gwynedd005D","Gwynedd 005D",-0.7,4.09,3.11,2.75,-4.66,-7.09,-0.32,2.33,-3.41,3.03,0,-5.88,-1.07,5.88,10.96,2.48,-8.84,-8.05
"W06000002","Gwynedd","W01000059","Gwynedd006A","Gwynedd 006A",0.48,6.63,-8.19,1.55,1.67,-1.35,-0.86,3.32,-13.91,0.67,3.3,-1.44,1.8,11.26,-2.11,2.31,0,-1.27
"W06000002","Gwynedd","W01000093","Gwynedd006B","Gwynedd 006B",-1.49,8.75,-11.06,-6.1,3.24,-0.8,-0.1,12.4,-9.28,-4.21,1.86,1.18,-2.74,5.22,-12.61,-8.13,4.61,-2.14
"W06000002","Gwynedd","W01000098","Gwynedd006C","Gwynedd 006C",-0.33,-0.93,-2.83,3.88,0.52,-8.72,3.81,5.81,1.28,11.88,0,-12.93,-4.2,-7.91,-6.79,-2.75,1.02,-4.64
"W06000002","Gwynedd","W01000110","Gwynedd006D","Gwynedd 006D",-2.1,-0.61,-8.47,0,0.33,-6.05,-0.13,2.53,-15.38,4.05,-1.97,2.46,-3.88,-3.53,-1.16,-3.44,2.7,-12.58
"W06000002","Gwynedd","W01000054","Gwynedd007A","Gwynedd 007A",-2.56,-17.86,-6.2,-4.79,5.13,6.56,-2.64,-25.71,-4.23,-1.95,10.26,4.92,-2.49,-8.79,-8.62,-7.55,0,8.03
"W06000002","Gwynedd","W01000088","Gwynedd007B","Gwynedd 007B",-4.55,-5.76,-13.5,2.77,-7.44,-5.95,-5.02,-3.65,-12.5,0,-4.89,-10.1,-4.07,-8.08,-14.58,5.76,-9.91,-2.18
"W06000002","Gwynedd","W01000111","Gwynedd007C","Gwynedd 007C",-2.15,2.11,3.68,-3.49,-2.01,-5.44,-4.17,-3.17,-7,-5.63,1.44,-5.23,0,8.11,20.63,-0.82,-5.03,-5.61
"W06000002","Gwynedd","W01000118","Gwynedd007D","Gwynedd 007D",-5.15,-11.21,-8.67,-6.12,-2.78,2.48,-5.56,-12.43,-3.96,-8.17,-3.93,3.16,-4.74,-10.06,-13.68,-4.14,-1.65,1.83
"W06000002","Gwynedd","W01000073","Gwynedd008A","Gwynedd 008A",-4.98,0.37,-22.38,-2.54,0,-6.87,-5.85,-0.72,-24.24,-4.03,0.53,-8.41,-4.07,1.49,-20.72,-0.89,-0.55,-5.29
"W06000002","Gwynedd","W01000086","Gwynedd008B","Gwynedd 008B",-4.23,-1.9,-3.14,-3.74,-3.96,-7.72,-4.06,-1.83,-2.75,-2.56,-1.97,-10.92,-4.41,-1.99,-3.51,-4.88,-5.98,-4.56
"W06000002","Gwynedd","W01000104","Gwynedd008C","Gwynedd 008C",-5.31,-6.63,-9.61,-6.69,3.02,-6.62,-0.23,1.23,-2.08,-3.79,4.64,0.52,-9.64,-14.12,-15.04,-9.34,1.67,-12.24
"W06000002","Gwynedd","W01000112","Gwynedd008D","Gwynedd 008D",-3.29,-8.5,4.39,-3.1,-4.21,-2.37,-4.15,-6.77,1.65,-1.44,-6.57,-6.45,-2.41,-10.56,7.48,-4.61,-1.57,1.55
"W06000002","Gwynedd","W01000056","Gwynedd009A","Gwynedd 009A",-6.7,-1.31,-19.1,-3.81,-9.51,-4.24,-8.39,-6.1,-22.67,-3.07,-10.33,-4.27,-4.9,4.73,-14.53,-4.48,-8.63,-4.22
"W06000002","Gwynedd","W01000065","Gwynedd009B","Gwynedd 009B",-2.56,-0.54,3.2,-4.38,-4.9,-2.3,-3.56,-2.15,0,-8.02,2.56,-6.02,-1.57,1.1,5.88,-0.63,-11.72,1.56
"W06000002","Gwynedd","W01000113","Gwynedd009C","Gwynedd 009C",-2.95,-9.17,-7.87,3.52,-5.24,-0.95,1.46,3.36,-11.21,12.88,-5.77,1.63,-6.84,-18.5,-4,-4.3,-4.66,-2.95
