"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000022","Newport","W01001623","Newport001A","Newport 001A",3.29,-5.8,0.71,12.3,1.82,1.93,2.75,-10.66,0,13.51,3.05,1.32,3.79,0,1.37,11.11,0.61,2.38
"W06000022","Newport","W01001624","Newport001B","Newport 001B",0.24,-5.09,21.82,6.56,-3.92,-8.59,3.8,5.13,31.91,11.11,-6.08,-7.62,-2.81,-17.17,14.29,2.94,-1.9,-9.27
"W06000022","Newport","W01001625","Newport001C","Newport 001C",-0.65,2.63,-1.71,0.32,1.92,-4.96,2.12,14.47,-13.04,10.34,5.84,-7.74,-3.36,-9.21,14.58,-8.38,-1.89,-2.29
"W06000022","Newport","W01001626","Newport001D","Newport 001D",9.57,-8.04,153.03,10.63,1.72,-0.85,6.57,-11.76,97.37,7.66,3.6,0,12.63,-3.81,228.57,13.98,0,-1.6
"W06000022","Newport","W01001627","Newport001E","Newport 001E",7.57,5.42,21.43,17.4,1.65,-0.55,12.29,18.1,15.49,27.62,2.25,1.73,3.01,-8.16,29.09,8.33,1.08,-2.66
"W06000022","Newport","W01001628","Newport001F","Newport 001F",21.54,10.74,132.81,9.93,4.33,1.45,22.59,3.57,114.52,18.98,11.01,2.56,20.58,20,150,2.42,-3.03,0.63
"W06000022","Newport","W01001651","Newport002A","Newport 002A",2.37,3.8,-0.64,4.72,2.64,0.24,3.96,5.26,-8.51,11.46,3.47,2.2,0.91,2.25,11.11,-0.86,1.89,-1.32
"W06000022","Newport","W01001652","Newport002B","Newport 002B",2.94,0.25,10.66,6.91,0.62,-5.12,4.3,-3.62,17.86,8.66,3.8,-3.45,1.68,5.06,4.55,5.3,-2.41,-6.21
"W06000022","Newport","W01001653","Newport002C","Newport 002C",1.43,-2.19,3.42,8.56,0,-3.24,2.36,2.97,7.04,8.62,1.38,-4.79,0.56,-8.54,0,8.5,-1.36,-1.88
"W06000022","Newport","W01001654","Newport002D","Newport 002D",3.95,5.14,-4.82,7.88,4.25,0.61,6.47,1.97,2.67,10.77,7.79,4.08,1.63,8.18,-10.99,5.13,0.66,-2.2
"W06000022","Newport","W01001655","Newport002E","Newport 002E",4.67,-5.09,18.32,10.78,6.91,-1.2,6.16,-5.19,26.56,9.87,10.56,-0.53,3.25,-5,10.45,11.82,3.7,-1.76
"W06000022","Newport","W01001617","Newport003A","Newport 003A",2.95,-4.63,12.23,4.99,16.4,-7.17,2.94,-6.35,-5.26,10.22,23.76,-10.57,2.96,-3.01,33.33,0.47,7.95,-4.23
"W06000022","Newport","W01001618","Newport003B","Newport 003B",8.2,3.76,11.02,12.78,3.3,7.69,9.83,0,17.65,16.38,6.93,5.43,6.62,8.24,3.39,9.14,0,9.3
"W06000022","Newport","W01001619","Newport003C","Newport 003C",9.87,9.86,12.35,13.65,4.81,4.81,9.88,19.12,0,16.74,2.68,-1.02,9.87,1.35,25.3,10.78,7.29,10
"W06000022","Newport","W01001620","Newport003D","Newport 003D",4.33,5.99,3.45,1.53,8.57,6.49,10.67,6.67,19.1,5.64,22.34,13.25,-1.08,5.19,-6.29,-1.86,-2.59,0.98
"W06000022","Newport","W01001621","Newport003E","Newport 003E",11.09,13.46,27.21,14.32,6.32,-0.7,12.31,7.14,13.41,21.57,11.36,0.87,9.98,20.83,44.62,7.86,1.96,-1.78
