"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000005","Flintshire","W01000287","Flintshire001A","Flintshire 001A",18.51,20.18,27.93,18.04,20.98,13.05,18.89,12.07,18.37,25.51,18.78,17.08,18.13,28.97,39.51,11.98,23.35,9.3
"W06000005","Flintshire","W01000298","Flintshire001B","Flintshire 001B",7.42,8.18,14.81,13.93,2.8,2.36,10.74,3.64,28.33,21.31,8.89,1.89,4.29,12.73,4,7.76,-3.39,2.84
"W06000005","Flintshire","W01000338","Flintshire001C","Flintshire 001C",-0.87,-5,-0.57,-1.84,4.45,-2.7,2.73,6.72,-3.49,-1.7,10.19,0,-4.17,-15.75,2.22,-1.98,-0.86,-5.04
"W06000005","Flintshire","W01000306","Flintshire002A","Flintshire 002A",1.26,0,8.46,0.92,6.36,-5.68,0.8,-8.63,19.84,-0.77,10.48,-5.31,1.74,12.12,-1.37,2.72,2.2,-5.99
"W06000005","Flintshire","W01000320","Flintshire002B","Flintshire 002B",5.27,-1.29,0,13.71,4.89,4.2,8.83,5.76,1.5,20.08,7.73,2.38,1.84,-8.16,-1.77,7.58,2.33,5.82
"W06000005","Flintshire","W01000340","Flintshire002C","Flintshire 002C",0.26,-1.71,0.91,5.22,2.71,-6.7,-0.34,-4.35,0,9.33,3.81,-11.86,0.87,1.2,1.85,1.51,1.51,-1.1
"W06000005","Flintshire","W01000253","Flintshire003A","Flintshire 003A",5.22,9.41,13.11,6.53,1.4,-0.29,4.79,11.81,0,7.83,2.42,0,5.67,6.99,32.93,5.19,0.45,-0.55
"W06000005","Flintshire","W01000254","Flintshire003B","Flintshire 003B",2.82,-1.39,3.25,7.5,-0.46,2.2,6.18,4.25,0.69,11.87,8.42,0.5,-0.25,-6.79,6.02,3.66,-7.44,3.85
"W06000005","Flintshire","W01000296","Flintshire003C","Flintshire 003C",3.35,-0.92,9.23,2.71,0.34,9.93,2.86,-3.57,6.85,-2.55,10.07,14.04,3.82,1.89,12.28,8.64,-8.23,7.14
"W06000005","Flintshire","W01000297","Flintshire003D","Flintshire 003D",5.15,3.26,10.83,5.8,10.73,-7.86,6.71,0,37.5,8.26,5.88,-8.22,3.69,6.52,-3.96,3.32,15.53,-7.46
"W06000005","Flintshire","W01000304","Flintshire003E","Flintshire 003E",3.8,-4.38,16.23,3.55,6.38,3.06,4.75,-2.49,9.57,6.88,11.98,-1.65,2.85,-6.19,23.01,0,0.54,7.14
"W06000005","Flintshire","W01000305","Flintshire003F","Flintshire 003F",5.03,2.56,14.12,8.32,6.06,-2.93,7.48,0,8.16,13.36,10.46,1.86,2.69,5.48,21.52,3.26,2.26,-6.54
"W06000005","Flintshire","W01000288","Flintshire004A","Flintshire 004A",1.85,-3.23,2.59,9.29,-8.41,6.36,3.23,2.7,4.17,10.58,-5.8,2.37,0.56,-8.26,0.89,8.06,-11.27,9.38
"W06000005","Flintshire","W01000290","Flintshire004B","Flintshire 004B",5.89,6.92,-10,12.32,7.6,3.1,2.96,8.97,-24.62,15.26,2.17,-3.65,8.86,4.94,7.27,8.61,13.6,8.06
"W06000005","Flintshire","W01000292","Flintshire004C","Flintshire 004C",2.37,-2.25,-3.47,4.78,4.6,8.52,6.04,5.75,-10.17,8.73,16.19,10.14,-0.9,-9.89,5.95,1.47,-4.48,7.48
"W06000005","Flintshire","W01000293","Flintshire004D","Flintshire 004D",2.78,10.44,-8.22,8.89,1.61,-8.21,2.77,10.98,-14.88,11.19,0.65,-6.34,2.78,9.77,0,6.69,2.53,-10.14
"W06000005","Flintshire","W01000289","Flintshire005A","Flintshire 005A",-0.28,4.76,1.73,-1.47,0.34,-6.02,-0.14,1.72,1,-0.85,0,-1.92,-0.43,7.35,2.74,-2.09,0.71,-9.82
"W06000005","Flintshire","W01000291","Flintshire005B","Flintshire 005B",3.36,10.93,-2.58,1.88,8.68,-2.83,1.08,3.45,-11.54,1.35,14.53,-6.84,5.43,17.56,6.49,2.35,3.2,0.77
"W06000005","Flintshire","W01000294","Flintshire005C","Flintshire 005C",-0.93,-2.93,-7.47,1.39,0,0,-1.86,-9.72,-6.45,1.38,0.92,-1.04,0,4.65,-8.55,1.41,-0.9,0.93
"W06000005","Flintshire","W01000295","Flintshire005D","Flintshire 005D",-2.93,-10.25,4.02,-4.66,1.03,-1.78,-4.83,-12.93,-3.16,-8.9,4.32,0.6,-1.14,-7.35,10.58,0,-1.97,-3.52
"W06000005","Flintshire","W01000258","Flintshire006A","Flintshire 006A",-2.14,0,-5.58,-1.54,3.94,-7.64,-0.09,0.71,-0.79,2.74,8.84,-10.4,-4.24,-0.75,-10.48,-5.8,-0.78,-4.68
"W06000005","Flintshire","W01000270","Flintshire006B","Flintshire 006B",0.24,-1.72,-16.94,3.64,-1.38,8.26,1.26,4.21,-20,2.23,2.41,10.34,-0.84,-8.86,-11.36,5.3,-4.59,6.35
"W06000005","Flintshire","W01000271","Flintshire006C","Flintshire 006C",-7.97,-10.06,-4.12,-11.24,-3.3,-8.71,-9.62,-20.59,-1.72,-14.13,-2.19,-6.54,-6.31,3.9,-7.69,-8.14,-4.22,-10.56
"W06000005","Flintshire","W01000272","Flintshire006D","Flintshire 006D",1.33,-0.4,0,4.07,-0.43,1.95,3.79,-1.57,6.25,7.54,0,6.22,-0.96,0.81,-5.81,0.91,-0.85,-1.84
"W06000005","Flintshire","W01000301","Flintshire006E","Flintshire 006E",6.33,-1.25,2.35,15.09,3.08,7.31,6.94,2.84,0,10.58,9.31,6.67,5.72,-7.07,4.88,19.7,-2,7.98
"W06000005","Flintshire","W01000273","Flintshire007A","Flintshire 007A",-1.77,-6.31,-18.33,6.37,-3.15,0.87,-2.49,-1.39,-23.71,0.41,-1.49,4.76,-1.1,-10.83,-12.05,12.61,-4.61,-2.02
"W06000005","Flintshire","W01000274","Flintshire007B","Flintshire 007B",2.22,-9.09,11.5,5.52,8.78,-3.8,5.32,-11.04,9.18,12.89,11.18,-2.08,-0.77,-7.41,13.73,-1.9,5.93,-5.23
"W06000005","Flintshire","W01000275","Flintshire007C","Flintshire 007C",3.97,8.06,0,10.41,-2.69,0,3.95,8.74,1.25,12.56,-1.63,-6.57,3.99,7.23,-1.22,7.82,-3.65,9.47
"W06000005","Flintshire","W01000278","Flintshire007D","Flintshire 007D",4.71,-3.9,16.57,7.22,4.96,2.78,6.22,-6.88,15.05,15.75,10.66,-4.71,3.26,0,18.18,0.61,-0.83,9.47
