"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000008","Ceredigion","W01000523","Ceredigion001C","Ceredigion 001C",2.38,-1.06,4.72,6.64,2.56,-1.95,2.59,1.43,-4.69,8.4,9,-5.29,2.17,-3.5,19.05,5.11,-3.67,1.48
"W06000008","Ceredigion","W01000548","Ceredigion001D","Ceredigion 001D",5.99,2.87,10.53,18.75,2.19,-2.84,6.19,3.68,8.79,20.37,3.35,-4.76,5.79,1.99,12.12,17.24,0.99,-1.21
"W06000008","Ceredigion","W01000549","Ceredigion001E","Ceredigion 001E",0.47,2.5,-11.71,4.84,3.01,-2.79,-1.18,-2.65,-19.09,2.45,9.04,-3.39,2.11,8.53,-3.16,7.17,-2.01,-2.21
"W06000008","Ceredigion","W01001937","Ceredigion001F","Ceredigion 001F",-2.37,-6.29,-8.48,5.33,-4.76,-2.74,-1.6,-6.02,-12.93,4.87,-0.45,-1.92,-3.1,-6.51,-3.7,5.83,-8.46,-3.47
"W06000008","Ceredigion","W01000512","Ceredigion002A","Ceredigion 002A",-0.12,1.37,-8.16,20.18,4.84,-6.15,-1.53,-12.5,-7.39,22.91,-2.02,-9.35,1.46,14.86,-9.14,17.18,12.64,-3.65
"W06000008","Ceredigion","W01000513","Ceredigion002B","Ceredigion 002B",-3.5,7.78,-18.08,35.76,10.14,-13.48,-0.38,14.29,-19.68,39.06,42.67,-11.67,-7.39,2.08,-16.11,30.16,-23.29,-14.81
"W06000008","Ceredigion","W01000517","Ceredigion002D","Ceredigion 002D",-9.68,-45.71,-20.05,28.05,-6.5,-6.2,-16.71,-58.06,-33.68,33.15,-8.22,3.39,0.16,-27.91,0,20.49,-4,-14.29
"W06000008","Ceredigion","W01001934","Ceredigion002F","Ceredigion 002F",17,-1.61,22.3,26.93,-4.82,0.52,16.47,0.81,15.86,43.79,-3.43,3.66,17.65,-4,31.57,8.3,-6.37,-1.79
"W06000008","Ceredigion","W01000515","Ceredigion003A","Ceredigion 003A",6.15,17.62,-2.4,16.51,0.4,-10.28,5.65,12.86,-16.04,22.39,5.65,-11.76,6.63,23.14,11.76,11.21,-4.65,-8.96
"W06000008","Ceredigion","W01000516","Ceredigion003B","Ceredigion 003B",1.66,-6.58,0.43,8.06,2.18,0.79,3.92,-7.89,16.07,11.45,2.16,-3.54,-0.46,-5.26,-14.41,4.93,2.21,4.32
"W06000008","Ceredigion","W01000518","Ceredigion003C","Ceredigion 003C",0.54,25,-24.38,18.45,11.95,-2.15,-1.09,28.26,-28.07,11.27,32.35,-7.26,2.11,21.43,-20.26,26.36,-3.3,1.94
"W06000008","Ceredigion","W01001935","Ceredigion003E","Ceredigion 003E",-1.55,3.53,-16.24,6.41,0.63,-1.29,-4.37,16,-26.78,5.46,2.53,-1.33,1.79,-6.32,5.68,7.5,-1.23,-1.25
"W06000008","Ceredigion","W01001936","Ceredigion003F","Ceredigion 003F",-5.38,-19.19,-15.25,34.53,5.15,-0.85,7.18,-13.41,-1.96,66.14,13.21,0,-17.16,-24.44,-28.18,7.95,-1.57,-1.71
"W06000008","Ceredigion","W01000506","Ceredigion005A","Ceredigion 005A",-2.54,-1.32,-15.67,1.07,-1.37,-2.09,-1.59,-3.53,-21.05,9.7,2.31,-3.45,-3.39,1.49,-8.62,-6.8,-4.35,-1.09
"W06000008","Ceredigion","W01000524","Ceredigion005B","Ceredigion 005B",-2.56,-2.33,-9.23,1.67,-0.24,-6.34,-4.55,-8.09,-20.37,4.28,-2.37,-6.13,-0.51,5.47,4.6,-0.71,1.9,-6.55
"W06000008","Ceredigion","W01000538","Ceredigion005C","Ceredigion 005C",-1.45,-5.26,-7.36,6.63,3.39,-8.45,0.89,-0.77,-14.89,13.02,6.82,-7.81,-3.73,-9.56,2.9,0.5,0,-9.01
"W06000008","Ceredigion","W01000539","Ceredigion005D","Ceredigion 005D",-0.7,2.34,-3.74,-1.68,6.11,-5.16,-3.65,-1.49,-12.12,-2.48,3.33,-6.91,2.59,6.56,9.76,-0.74,8.45,-3.11
"W06000008","Ceredigion","W01000540","Ceredigion005E","Ceredigion 005E",-2.82,-12.78,-9.57,9.61,0,-7.16,-2.25,-15.79,-14.29,14.39,0.84,-6.78,-3.35,-9.41,-4.44,4.93,-0.79,-7.46
"W06000008","Ceredigion","W01000529","Ceredigion007A","Ceredigion 007A",-3.17,-6.93,0.67,2.68,-3.92,-7.47,-4.42,-6.52,-14.13,0.93,0.57,-8.76,-1.83,-7.35,24.14,4.59,-8.29,-6.19
"W06000008","Ceredigion","W01000532","Ceredigion007B","Ceredigion 007B",1.28,0.38,1.73,9.16,-3.45,0,0.6,-2.8,15.12,7.98,-7.38,-0.65,1.98,4.1,-11.49,10.4,0.4,0.67
"W06000008","Ceredigion","W01000544","Ceredigion007C","Ceredigion 007C",-4.74,-8.27,2,7.21,-14.23,-6.36,-2.78,-5.63,4.55,9.01,-10.91,-6.82,-6.5,-11.29,0,5.41,-16.78,-5.96
"W06000008","Ceredigion","W01000545","Ceredigion007D","Ceredigion 007D",2.81,15.53,-15.08,9.42,0.37,2.03,3.74,9.26,-20,12.62,1.6,6.25,1.91,22.45,-8.99,6.25,-0.68,-1.97
"W06000008","Ceredigion","W01000527","Ceredigion008A","Ceredigion 008A",-16.28,-36.08,-15.83,-8.16,-15.79,-14.41,-19.53,-15,-28.92,-5.75,-21.65,-20.91,-12.38,-50.88,1.61,-11.69,-8.11,-8.04
"W06000008","Ceredigion","W01000528","Ceredigion008B","Ceredigion 008B",3.16,2.08,-1.23,14.78,-1.89,-3.03,2.5,-2.53,-7.32,10.5,0.82,5.07,3.77,7.63,5,18.69,-4.23,-8.85
"W06000008","Ceredigion","W01000535","Ceredigion008C","Ceredigion 008C",-2.2,-14.53,-7.36,6.26,2.93,-4.01,-0.75,-16.67,-4.84,13.23,4.9,-4.73,-3.67,-11.95,-10.28,-0.79,1.26,-3.3
"W06000008","Ceredigion","W01000537","Ceredigion008D","Ceredigion 008D",0.7,2.48,-8.57,5.56,1.1,-1.58,1.57,3.81,-3.08,5.26,2.22,-2.23,-0.14,1.03,-13.33,5.85,0,-1
"W06000008","Ceredigion","W01000541","Ceredigion008E","Ceredigion 008E",-0.5,-7.75,0.57,10.21,-6.62,-0.21,1.03,-8,-7.37,12.62,-0.46,0.44,-1.92,-7.53,10,7.91,-12.05,-0.81
"W06000008","Ceredigion","W01000507","Ceredigion009A","Ceredigion 009A",-10.15,-15.98,-9.68,-0.34,-14.95,-11.21,-9.31,-4.3,-6.12,6.52,-23.4,-12.82,-10.99,-26.73,-13.64,-6.33,-6.43,-9.43
"W06000008","Ceredigion","W01000508","Ceredigion009B","Ceredigion 009B",-0.36,5.2,0,-3.73,5.94,-4.81,-0.9,10.99,-10.17,-8.28,10.58,-4.48,0.18,-1.22,13.95,1.31,1.74,-5.1
"W06000008","Ceredigion","W01000509","Ceredigion009C","Ceredigion 009C",3.46,3.91,7.69,4.67,-1.96,4.53,3.82,3.55,2.6,9.45,0,2.32,3.16,4.29,12.66,0.44,-3.52,6.23
"W06000008","Ceredigion","W01000510","Ceredigion009D","Ceredigion 009D",4.58,3.51,7.26,6.03,7.31,0.63,5.34,-3.33,4.41,12.29,14.29,-4.32,3.85,11.11,10.71,-0.59,0.88,4.52
