"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000019","Blaenau Gwent","W01001440","BlaenauGwent001A","Blaenau Gwent 001A",4.61,-2.83,16.79,9.9,-2.7,4.59,5.87,-3.85,11.27,12.44,0,7.81,3.41,-1.85,22.73,7.46,-5.52,1.94
"W06000019","Blaenau Gwent","W01001441","BlaenauGwent001B","Blaenau Gwent 001B",0.82,-2.94,5.44,0.77,0,2.78,3.64,0.85,-1.49,10.11,0,3.16,-1.72,-6.61,11.25,-7.08,0,2.48
"W06000019","Blaenau Gwent","W01001442","BlaenauGwent001C","Blaenau Gwent 001C",-5.55,-4.84,-11.81,-3.9,2.04,-11.37,-6.3,-8.79,-17.57,-4.88,6.14,-10.42,-4.81,-1.05,-3.77,-2.96,-1.53,-12.26
"W06000019","Blaenau Gwent","W01001470","BlaenauGwent001D","Blaenau Gwent 001D",1.17,0.53,8.27,6.99,-2.97,-4.04,2.7,-5.94,20,16.92,-2.78,-8.59,-0.27,8.14,-2.94,-1.28,-3.14,0.51
"W06000019","Blaenau Gwent","W01001471","BlaenauGwent001E","Blaenau Gwent 001E",-2.02,-4.12,-2.97,-0.52,6.34,-8.75,-0.23,-1.73,-4.5,4.96,10.53,-11.93,-3.66,-6.59,-1.6,-5.02,2.65,-5.39
"W06000019","Blaenau Gwent","W01001446","BlaenauGwent002A","Blaenau Gwent 002A",-3.85,6.88,-1.48,-6.84,-5.99,-5.39,-2.59,8.08,2.9,-7.48,-1.55,-6.16,-5.06,5.56,-6.06,-6.19,-10.14,-4.79
"W06000019","Blaenau Gwent","W01001447","BlaenauGwent002B","Blaenau Gwent 002B",-0.98,-6.89,-1.03,2.95,2.55,-4.71,1.87,-4.49,-3.92,9.52,3.5,-1.55,-3.75,-9.19,2.15,-2.76,1.52,-7.94
"W06000019","Blaenau Gwent","W01001448","BlaenauGwent002C","Blaenau Gwent 002C",-1,-10.92,-10.74,4.49,3.31,-0.79,-3.14,-15.09,-14.12,7.46,-4.35,-0.93,1.43,-4.41,-6.25,1.12,13.46,-0.68
"W06000019","Blaenau Gwent","W01001449","BlaenauGwent002D","Blaenau Gwent 002D",-2,-1.51,-11.88,-3,5.61,-2.81,-1.34,9.76,-8.11,-6.75,5.19,-1.39,-2.62,-9.4,-15.12,1.52,6,-3.98
"W06000019","Blaenau Gwent","W01001472","BlaenauGwent003A","Blaenau Gwent 003A",0.14,0.6,-8.72,-3.67,14.86,-3.5,3.81,8.43,-2.67,-0.85,15.44,0,-3.29,-7.06,-13.4,-6.58,14.29,-6.36
"W06000019","Blaenau Gwent","W01001473","BlaenauGwent003B","Blaenau Gwent 003B",3.07,2.52,1.27,5.25,1.17,3.1,3.75,8.05,8.96,4.33,3.33,-4.92,2.41,-3.88,-4.4,6.16,-0.73,10.29
"W06000019","Blaenau Gwent","W01001474","BlaenauGwent003C","Blaenau Gwent 003C",-0.73,2.31,3.83,-2.55,-2.94,-0.59,-0.53,1.96,2.06,0.47,-1.78,-3.45,-0.93,2.63,5.81,-5.5,-4.09,2.4
"W06000019","Blaenau Gwent","W01001475","BlaenauGwent003D","Blaenau Gwent 003D",-7.35,-9.38,-3.7,-6.4,-8.37,-8.41,-8.64,-21.21,-2.99,-1.52,-13.04,-8,-6.13,3.23,-4.41,-10.71,-3.2,-8.73
"W06000019","Blaenau Gwent","W01001480","BlaenauGwent003E","Blaenau Gwent 003E",-0.91,-9.03,12.26,2.61,2.8,-7.65,0.95,-16.9,20.9,8.6,2.11,-3.11,-2.59,-0.74,5.68,-2.94,3.47,-11.22
"W06000019","Blaenau Gwent","W01001438","BlaenauGwent004A","Blaenau Gwent 004A",1.09,1.58,10.46,1.99,1.26,-4.44,4.49,6.32,26.03,4.35,2.72,-4.17,-1.92,-3.16,-3.75,0,0,-4.69
"W06000019","Blaenau Gwent","W01001439","BlaenauGwent004B","Blaenau Gwent 004B",-5.54,-5.65,-13.27,-8.58,-2.24,0.55,-4.88,-3.2,-9.73,-7.61,-2.16,-1.18,-6.22,-8.13,-17.35,-9.57,-2.33,2.07
"W06000019","Blaenau Gwent","W01001456","BlaenauGwent004C","Blaenau Gwent 004C",0.51,10.55,-4.35,-1.54,7.02,-5.35,2.13,7.45,11.25,-3.51,9.09,-3.76,-0.97,13.33,-16.35,0.44,4.96,-6.63
"W06000019","Blaenau Gwent","W01001457","BlaenauGwent004D","Blaenau Gwent 004D",3.74,2.15,-2.47,4.39,8.05,5.14,7.11,10,-5.79,9.09,13.18,5.5,0.96,-3.78,0.82,0.32,4.14,4.86
"W06000019","Blaenau Gwent","W01001458","BlaenauGwent004E","Blaenau Gwent 004E",-2.03,0.4,-7.61,-3.95,4.8,-3.42,-6.72,-11.03,-14.14,-7.72,7.52,-8.57,2.98,16.35,0,0,2.17,1.32
"W06000019","Blaenau Gwent","W01001443","BlaenauGwent005A","Blaenau Gwent 005A",-2.61,-1.99,-7.5,-5.98,3.47,-1.31,-0.15,15.15,-15.07,-4.96,9.35,-0.7,-5.02,-15.29,-1.15,-7.25,-2.01,-1.84
"W06000019","Blaenau Gwent","W01001444","BlaenauGwent005B","Blaenau Gwent 005B",6.47,7.71,11.66,8.44,6,-0.85,6.32,1.08,5.04,13.72,9.85,-3.64,6.62,15.24,19.23,3.98,2.03,1.58
"W06000019","Blaenau Gwent","W01001445","BlaenauGwent005C","Blaenau Gwent 005C",-3.48,-7.87,-5.43,-5.48,2.98,-1.86,-5.82,-15.38,-8.7,-6.52,6.54,-7.46,-1.1,0,-2.17,-4.42,-0.67,3.7
"W06000019","Blaenau Gwent","W01001467","BlaenauGwent005D","Blaenau Gwent 005D",3.79,10.64,10.15,3.93,-4.6,1.67,4.67,8.21,15.46,6.29,-3.92,1.44,2.94,13.26,5,1.85,-5.35,1.86
"W06000019","Blaenau Gwent","W01001468","BlaenauGwent005E","Blaenau Gwent 005E",1.54,1.6,1.73,4.62,2.09,-3.91,5.05,10.87,6.12,7.73,3.52,-2.13,-2.1,-7.37,-4,1.41,0.69,-5.71
"W06000019","Blaenau Gwent","W01001469","BlaenauGwent005F","Blaenau Gwent 005F",5.63,4.92,2.65,10.9,1.49,5.02,6.91,0.76,3.09,16.96,2.24,7.77,4.4,9.82,2.17,5.85,0.75,2.59
"W06000019","Blaenau Gwent","W01001462","BlaenauGwent006A","Blaenau Gwent 006A",8.15,1.89,11.39,9.62,11.69,5.63,9.53,-7.09,22.37,14.9,10.32,8.47,6.84,12.2,1.22,4.53,13.07,3.61
"W06000019","Blaenau Gwent","W01001463","BlaenauGwent006B","Blaenau Gwent 006B",-4.01,3.4,-11.56,-3.98,-2.99,-7.25,-4.56,3.87,-12.9,-5.65,-1.7,-7.89,-3.48,2.96,-10.38,-2.25,-4.17,-6.67
"W06000019","Blaenau Gwent","W01001478","BlaenauGwent006C","Blaenau Gwent 006C",0.63,-3.17,2.44,0.43,0,3.06,3.87,0,19.18,3.39,2.76,0.69,-2.49,-6.59,-10.99,-2.59,-2.5,5.37
"W06000019","Blaenau Gwent","W01001479","BlaenauGwent006D","Blaenau Gwent 006D",2.11,2.37,2.2,6.28,2.11,-5.47,5.3,5.63,9.09,10.39,9.49,-10.77,-0.75,-0.65,-2.86,2.43,-4.73,-0.69
"W06000019","Blaenau Gwent","W01001481","BlaenauGwent006E","Blaenau Gwent 006E",-1.44,6.12,-13.88,0.58,-3.86,2.61,-5.05,5.43,-24.48,-3.64,-1.55,0,2.33,6.73,0.98,5.33,-6.51,4.55
