"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E09000005","Brent","E01000587","Brent001A","Brent 001A",7.72,2.13,15.85,16.19,1.42,-2.78,9.69,1.08,7.78,26.84,3.6,-10,5.62,3.5,25.68,5.47,-0.7,4.05
"E09000005","Brent","E01000589","Brent001B","Brent 001B",14.38,15.68,23.69,21.21,-1.18,2.12,17.95,19.81,20,29.06,-1.75,0.8,10.88,12.02,28.07,13.06,-0.6,3.16
"E09000005","Brent","E01000590","Brent001C","Brent 001C",4.12,-1.45,-2.16,13.5,-7.43,8.12,5.64,0,-12,18.1,-1.79,7.63,2.69,-2.63,9.35,9.2,-12.64,8.57
"E09000005","Brent","E01000592","Brent001D","Brent 001D",13.02,6.2,13.26,23.16,10.11,-3.16,17.06,6.11,14.47,26.01,15.49,5.56,9.05,6.3,12.38,19.93,4.44,-9.66
"E09000005","Brent","E01000593","Brent001E","Brent 001E",4.41,-4.09,22.65,7.18,0.28,1.29,3.89,-3.6,6.62,7.56,1.92,7.22,4.92,-4.62,44.9,6.79,-0.99,-2.94
"E09000005","Brent","E01000594","Brent001F","Brent 001F",10.16,0.28,17.93,17.91,4.04,1.78,11.35,-1.1,5.77,23.4,3.33,6.67,8.87,1.72,33.75,12,4.92,-2.5
"E09000005","Brent","E01000513","Brent002A","Brent 002A",18.47,18.09,11.95,24.45,5.99,26.34,24.2,23.57,6.72,42.61,7.24,21.84,12.59,12.24,19.57,7.54,4.55,29.66
"E09000005","Brent","E01000514","Brent002B","Brent 002B",4.22,5.54,3.16,4.99,14.98,-15.88,0.34,1.05,-11.4,4.52,15.2,-24.42,8.77,11.18,25,5.54,14.75,-7.14
"E09000005","Brent","E01000516","Brent002C","Brent 002C",15.69,5.17,17.82,30.03,10.46,-8.64,19.71,9.21,16.04,31.25,23.27,-8.41,11.36,1.69,19.79,28.53,-3.4,-8.85
"E09000005","Brent","E01000520","Brent002D","Brent 002D",2.77,1.11,10.06,7.05,2.01,-10.36,5.34,-8.04,4.94,14.65,4.55,0,0.12,12.5,14.77,-1.6,-0.85,-16.56
"E09000005","Brent","E01000588","Brent002E","Brent 002E",10.31,-1.98,8.29,26.46,8.31,-10.29,9.35,-6.34,4.26,27.08,9.85,-5.88,11.24,2.97,12.64,25.9,6.8,-13.48
"E09000005","Brent","E01000515","Brent003A","Brent 003A",1.67,-9.13,4.09,12.62,-6.19,-6.67,3.3,-9.33,-11.88,19.69,0.71,-14.94,0.1,-8.92,17.65,5.18,-11.98,0
"E09000005","Brent","E01000517","Brent003B","Brent 003B",13.66,3.03,19.14,29.7,0.33,4.37,14.79,5.96,5.21,35.27,-1.94,7.89,12.5,0,39.39,23.97,2.65,1.45
"E09000005","Brent","E01000543","Brent003E","Brent 003E",8.28,1.64,24.05,14.33,7.75,-7.94,9.39,10.49,18.18,10.57,8.97,-2.86,7.11,-6.21,31.43,19.19,6.47,-11.56
"E09000005","Brent","E01000591","Brent003F","Brent 003F",11.87,3.27,12.13,26.82,-1.59,-4.69,15.33,5.19,12.5,31.04,3.17,-7.44,8.14,1.39,11.76,21.56,-6.35,-2.22
"E09000005","Brent","E01033463","Brent003G","Brent 003G",9.24,7.16,15.52,31.8,5.95,-24.47,9.78,6.38,2,33.54,10.28,-23.13,8.69,7.96,33.78,29.93,2.11,-25.61
"E09000005","Brent","E01000536","Brent004A","Brent 004A",7.2,2.69,14.86,15.3,3.3,-2.94,9.16,-2.19,41.54,10.66,13.39,-1.34,5.22,8.13,-6.02,21.4,-5.48,-4.19
"E09000005","Brent","E01000538","Brent004B","Brent 004B",1.69,0.36,13.99,9.02,-0.65,-11.71,2.77,-0.75,8.64,12.3,2.05,-11.69,0.64,1.36,20.97,5.74,-3.11,-11.73
"E09000005","Brent","E01000539","Brent004C","Brent 004C",2.78,-8.06,1.45,17.45,-1.12,-5.75,4.2,-6.08,-1.39,18.36,1.56,-4.46,1.33,-10.4,4.55,16.45,-3.6,-6.81
"E09000005","Brent","E01000540","Brent004D","Brent 004D",9.62,-0.49,7.14,26,5.44,-2.8,14.1,9.89,5.38,32.14,6.04,2.76,5.56,-8.7,8.99,20.48,4.83,-7.39
"E09000005","Brent","E01000541","Brent004E","Brent 004E",4.11,-11.59,12.33,14.34,4.02,-6.87,5.41,-10,10.39,13.86,12.63,-11.22,2.86,-13.01,14.49,14.9,-2.33,-3.7
"E09000005","Brent","E01000518","Brent005A","Brent 005A",6.8,9.52,-3.32,22.18,-6.83,-3.85,10.76,22.82,-12.93,31.18,-3.05,-5.61,2.7,-2.41,11.7,12.92,-10.76,-2.36
"E09000005","Brent","E01000519","Brent005B","Brent 005B",5.57,2.35,-1.25,16.64,4.49,-12.96,7.69,2.56,-14.18,21.23,14.57,-10.2,3.42,2.08,15.09,12.04,-4.97,-14.77
"E09000005","Brent","E01000623","Brent005C","Brent 005C",2.76,-5.7,20,5.22,2.34,-4.33,2.49,-5.79,11.76,7.08,0.57,-2.8,3.06,-5.59,27.37,2.96,4.22,-5.65
"E09000005","Brent","E01000624","Brent005D","Brent 005D",2.83,-10.16,5.58,15.22,1.25,-6.58,4.14,-9.74,0,17.25,0,0.74,1.58,-10.56,12.24,13.17,2.45,-11.96
"E09000005","Brent","E01000629","Brent005E","Brent 005E",5.67,8.25,12.56,8.42,-1.13,-2.66,4.35,11.11,0,8.44,-1.63,-5.38,7.11,5.53,29.79,8.41,-0.58,0
"E09000005","Brent","E01000480","Brent006A","Brent 006A",0,5.76,5.02,2.38,-5.83,-8.89,-1.81,21.28,-6.78,-5.63,-7.57,-3.23,1.98,-8.44,18.81,12.33,-3.8,-13.7
"E09000005","Brent","E01000484","Brent006B","Brent 006B",5.82,-5.76,12.86,13.84,9.85,-6.54,8.06,-0.43,3.51,16.85,14.15,0,3.81,-11.47,23.96,11.18,6.96,-10.99
"E09000005","Brent","E01000485","Brent006C","Brent 006C",11.08,-3.47,-0.56,15.16,-1.57,45.26,8.78,-7.98,-9.09,25.21,-2.38,32.67,13.49,3.1,10,5.6,-0.78,54.96
"E09000005","Brent","E01000486","Brent006D","Brent 006D",8.47,-2.2,6.22,25.64,2.44,-4.63,7.75,-4.27,-3.64,24.74,10.69,-3.73,9.28,0.65,19.28,26.64,-4.49,-5.6
"E09000005","Brent","E01000487","Brent006E","Brent 006E",3.47,6.07,-7.62,10.21,-7.99,1.72,1.57,1.37,-22.48,11.22,-3.73,0.8,5.46,11.4,12.77,9.07,-11.69,2.41
"E09000005","Brent","E01000572","Brent007A","Brent 007A",4.12,-2.34,12.88,15.43,-2.34,-13.33,5.38,-0.65,6.33,18.41,-6.5,-8.6,2.91,-4.11,19.05,12.26,1.5,-16.67
"E09000005","Brent","E01000573","Brent007B","Brent 007B",8.3,4.91,10.4,18.73,-4.38,-1.97,9.85,5.13,8.74,17.35,3.94,1.12,6.78,4.71,12.12,20.28,-11.56,-4.39
"E09000005","Brent","E01000574","Brent007C","Brent 007C",2.29,-2.26,-11.11,15.63,-6.1,-5.15,2.47,-3.82,-15.12,18.08,-7.94,-2.25,2.1,-0.65,-6.58,13.08,-4.17,-7.62
"E09000005","Brent","E01000575","Brent007D","Brent 007D",-4.63,-7.71,-1.69,0.67,-12.28,-14.42,-8.58,-6.64,-5.26,-8.15,-6.76,-21.88,-0.21,-8.9,1.63,11.93,-18.25,-8.04
"E09000005","Brent","E01000577","Brent007E","Brent 007E",0.71,6.68,5.16,3.76,-8.75,-31.82,1.51,9.46,-5.42,2.97,1.91,-27.94,-0.08,3.96,17.36,4.55,-19.02,-34.88
