"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000012","Neath Port Talbot","W01000918","NeathPortTalbot002A","Neath Port Talbot 002A",0.84,-1.05,1.93,-0.17,-0.24,4.27,2.92,-2.88,12.22,2.22,2.44,4.6,-1.13,0.68,-5.98,-2.91,-2.86,4.02
"W06000012","Neath Port Talbot","W01000944","NeathPortTalbot002B","Neath Port Talbot 002B",-0.67,-8.94,11.01,4.18,-4.96,0,0.33,-7.87,22.64,3.93,-5.65,0,-1.71,-10.19,0,4.46,-4.35,0
"W06000012","Neath Port Talbot","W01000965","NeathPortTalbot002C","Neath Port Talbot 002C",-0.38,0.84,-2.64,-2.18,0.72,1.32,1.56,0.54,10.91,-3.44,4.39,2.4,-2.25,1.16,-15.38,-0.93,-2.83,0.41
"W06000012","Neath Port Talbot","W01000893","NeathPortTalbot003A","Neath Port Talbot 003A",-2.68,17.18,-9.57,-5.21,-8.67,-2.76,-2.68,16.3,-9.24,-4.46,-6.7,-4.64,-2.67,17.95,-9.91,-5.94,-10.55,-0.98
"W06000012","Neath Port Talbot","W01000925","NeathPortTalbot003B","Neath Port Talbot 003B",-2.19,-1.53,-1.53,-4.26,-0.67,-1.22,-1.79,1.52,0,-4.4,-0.65,-2.76,-2.58,-4.65,-3.23,-4.14,-0.69,0
"W06000012","Neath Port Talbot","W01000926","NeathPortTalbot003C","Neath Port Talbot 003C",8.95,6.48,9.26,16.67,7.1,4.26,11.12,2.19,7.14,23.56,10.5,6.36,6.87,11.82,11.54,10.44,3.78,2.5
"W06000012","Neath Port Talbot","W01000888","NeathPortTalbot004A","Neath Port Talbot 004A",1.35,-4.03,10.08,1.63,-1.61,4.93,2.48,-8.55,12.1,2.84,1.89,9.22,0.24,1.6,8.06,0.46,-4.76,0.91
"W06000012","Neath Port Talbot","W01000946","NeathPortTalbot004B","Neath Port Talbot 004B",9.24,15.13,11.52,8.63,16.97,-2.59,13.56,25.89,9.18,12.02,20.13,2.61,5.43,5.56,13.98,5.74,14.04,-6.7
"W06000012","Neath Port Talbot","W01000947","NeathPortTalbot004C","Neath Port Talbot 004C",0.19,3.05,7.48,0.71,-2.83,-6.07,1.45,8.37,18.55,-1.13,-1.73,-11.38,-1.02,-2.37,-3.08,2.57,-3.89,-1.89
"W06000012","Neath Port Talbot","W01000948","NeathPortTalbot004D","Neath Port Talbot 004D",-2.51,-1.43,-9.71,-2.5,2.15,-4.39,-1.74,-8.55,-11.82,-0.31,5.21,-0.54,-3.31,7.03,-7.29,-4.98,-0.97,-7.56
"W06000012","Neath Port Talbot","W01000955","NeathPortTalbot004E","Neath Port Talbot 004E",2.67,1.12,-3.73,3.78,3.82,4.27,3.32,-4.95,2.74,5.29,8.53,2.31,2.01,9.09,-11.48,2.3,-0.75,5.96
"W06000012","Neath Port Talbot","W01000956","NeathPortTalbot004F","Neath Port Talbot 004F",-3.55,-7.59,-8.51,-0.34,-2.49,-3.87,-2.78,-2.47,-28.07,6.12,-1.53,-3.08,-4.31,-12.99,21.62,-6.9,-3.33,-4.59
"W06000012","Neath Port Talbot","W01000971","NeathPortTalbot004G","Neath Port Talbot 004G",0.42,5.17,-4.79,-4.42,4.63,3.79,0.57,6.5,-13.04,-5.28,7.52,9.73,0.28,3.67,5.33,-3.49,2.03,-0.66
"W06000012","Neath Port Talbot","W01000887","NeathPortTalbot005A","Neath Port Talbot 005A",-2.68,-9.79,1.69,-3.08,1.56,0.27,-2.43,-12.46,5.88,-3.9,3.24,6.63,-2.93,-6.25,-1.49,-2.23,0,-4.95
"W06000012","Neath Port Talbot","W01000953","NeathPortTalbot005B","Neath Port Talbot 005B",-3.03,-4.18,-10.71,-2.39,-2.45,1.53,0.24,-1.49,-5.08,3.59,-1.57,2.61,-6.33,-6.98,-16.98,-8.37,-3.39,0.57
"W06000012","Neath Port Talbot","W01000954","NeathPortTalbot005C","Neath Port Talbot 005C",0.14,3.81,-9.36,1.68,2.4,-1.27,0.6,3.19,-14.29,-0.47,9.56,0.7,-0.27,4.31,-4.6,3.96,-3.85,-2.87
"W06000012","Neath Port Talbot","W01000970","NeathPortTalbot005D","Neath Port Talbot 005D",-7.22,5.49,-25.75,-6.13,-3.93,-8.57,-5.24,3.33,-15,-5.13,-10,0,-9.05,7.61,-35.63,-7.22,2.75,-13.87
"W06000012","Neath Port Talbot","W01000902","NeathPortTalbot006A","Neath Port Talbot 006A",-1.65,1.75,-2.97,5.53,-7.69,-3.32,-1.83,-1.92,-7.14,0.82,-5.94,0.63,-1.48,4.84,2.22,10.62,-9.17,-6.47
"W06000012","Neath Port Talbot","W01000903","NeathPortTalbot006B","Neath Port Talbot 006B",-2.42,-1.42,0,0.34,-12.5,2.74,-0.92,-4.55,0,2.96,-10.07,5.48,-3.76,1.33,0,-1.94,-14.77,0.55
"W06000012","Neath Port Talbot","W01000904","NeathPortTalbot006C","Neath Port Talbot 006C",0.33,-6.25,8.9,5.45,1.37,-6.73,1.93,0.82,-2.38,9.29,-1.43,-2.63,-1.16,-12.69,24.19,1.99,3.97,-10.29
"W06000012","Neath Port Talbot","W01000905","NeathPortTalbot006D","Neath Port Talbot 006D",6.05,3.64,-3.72,7.28,10.92,9.68,9.15,5.3,-2.52,8.97,20.8,14,3.15,2.1,-5.21,5.67,3.14,5.98
