"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000014","The Vale of Glamorgan","W01001105","TheValeofGlamorgan001A","The Vale of Glamorgan 001A",1.7,3.13,5.49,0.28,1.03,1.45,2.03,0.42,2.96,3.3,3.69,-0.34,1.38,6.22,8.33,-2.44,-1.42,3.11
"W06000014","The Vale of Glamorgan","W01001127","TheValeofGlamorgan001B","The Vale of Glamorgan 001B",1.15,-0.6,7.23,5.46,-4.55,1.92,4.65,6.58,13.95,2.19,-2.58,10,-2.05,-6.67,0,8.33,-6.54,-5.13
"W06000014","The Vale of Glamorgan","W01001128","TheValeofGlamorgan001C","The Vale of Glamorgan 001C",-1.28,0,-1.5,-0.51,0.8,-4.95,0,-0.79,2.78,-1.96,6.63,-4.47,-2.57,0.99,-6.56,1.08,-3.86,-5.41
"W06000014","The Vale of Glamorgan","W01001082","TheValeofGlamorgan002A","The Vale of Glamorgan 002A",-4.34,-12.12,0,-2.11,2.39,-6.78,-3.01,-15.75,-3.51,-2.53,10,-3.59,-5.53,-7.69,4.17,-1.66,-3.68,-9.04
"W06000014","The Vale of Glamorgan","W01001083","TheValeofGlamorgan002B","The Vale of Glamorgan 002B",1.36,-3.24,1.65,2.87,-1.89,4.71,1.71,-3.88,-2.9,11.66,-3.21,2.53,1.02,-2.65,7.69,-4.84,-0.54,6.77
"W06000014","The Vale of Glamorgan","W01001084","TheValeofGlamorgan002C","The Vale of Glamorgan 002C",0.8,5.06,-5.34,7.51,-4.76,-0.77,0.65,-1.56,-12.5,12.77,-4.82,0,0.93,12.84,3.39,2.53,-4.71,-1.31
"W06000014","The Vale of Glamorgan","W01001085","TheValeofGlamorgan002D","The Vale of Glamorgan 002D",5.38,15.69,-3.45,10.76,0.8,3.32,3.74,16.83,-6.32,7.07,-0.53,2.78,7.09,14.56,0,14.79,2.14,3.87
"W06000014","The Vale of Glamorgan","W01001113","TheValeofGlamorgan003A","The Vale of Glamorgan 003A",2.05,-4.78,-3.45,3.41,4.33,5.95,3.19,-12.86,-6.54,14.23,4.71,9.3,0.94,5.05,0,-5.64,3.99,2.86
"W06000014","The Vale of Glamorgan","W01001119","TheValeofGlamorgan003B","The Vale of Glamorgan 003B",-5.08,-2.08,-13.78,-5,-2.52,-5.57,-3.71,5.93,-13.33,-6.74,3.1,-9.29,-6.42,-9.15,-14.17,-3.16,-7.57,-1.27
"W06000014","The Vale of Glamorgan","W01001135","TheValeofGlamorgan003C","The Vale of Glamorgan 003C",9.83,1.64,21.9,12.14,7.72,10,8.41,7.69,17.14,4.72,12.9,6.04,11.28,-5.26,26.87,19.71,2.96,14.04
"W06000014","The Vale of Glamorgan","W01001136","TheValeofGlamorgan003D","The Vale of Glamorgan 003D",2.9,-2.05,3.53,10.12,1.45,1.04,4.96,-6.58,11.11,19.69,-1.52,2.89,1.01,2.86,-2.04,0,4.2,-0.47
"W06000014","The Vale of Glamorgan","W01001075","TheValeofGlamorgan004A","The Vale of Glamorgan 004A",6.64,1.52,8.62,1.55,13.57,12.38,8.17,9.3,-13.24,8.52,26.14,5.21,5.36,-4.5,39.58,-4.29,5.26,18.42
"W06000014","The Vale of Glamorgan","W01001076","TheValeofGlamorgan004B","The Vale of Glamorgan 004B",0.6,-2.91,-5.66,1.91,9.23,-4.64,3.33,-0.67,-1.25,3.46,15.65,-2.27,-1.9,-5,-10.13,0.35,4.49,-6.6
"W06000014","The Vale of Glamorgan","W01001077","TheValeofGlamorgan004C","The Vale of Glamorgan 004C",5.53,-1.47,3.62,11.82,1.31,7.56,10.87,2.94,24.59,22.88,3.47,6.52,0.94,-5.88,-12.99,3.09,-0.62,8.45
"W06000014","The Vale of Glamorgan","W01001078","TheValeofGlamorgan004D","The Vale of Glamorgan 004D",5.94,12.95,11.36,7.12,1.16,0.71,10.46,4.46,22.81,16.77,4.62,7.69,2.06,21.43,2.67,-1.01,-2.33,-4.22
"W06000014","The Vale of Glamorgan","W01001104","TheValeofGlamorgan004E","The Vale of Glamorgan 004E",5.33,16.15,-0.61,9.88,-1.5,0.85,5.76,10.56,4.71,10.96,0,0.89,4.9,23.08,-6.41,8.81,-2.88,0.81
"W06000014","The Vale of Glamorgan","W01001129","TheValeofGlamorgan004F","The Vale of Glamorgan 004F",0.95,-3.06,-3.52,8.05,0,-1.35,-0.42,1.88,-6.11,4.27,-1.64,-5.21,2.26,-7.78,0,11.61,1.45,1.57
"W06000014","The Vale of Glamorgan","W01001116","TheValeofGlamorgan005A","The Vale of Glamorgan 005A",-2.34,-1.78,-10.71,-7.62,8.38,-2.27,0.66,6.11,-16.67,-12.08,13.69,8.7,-4.8,-8.67,-3.85,-2.56,3.68,-8.41
"W06000014","The Vale of Glamorgan","W01001123","TheValeofGlamorgan005B","The Vale of Glamorgan 005B",-3.41,0,-9.63,-14.64,6.87,1.56,-6.01,-3.61,-2.9,-25.64,8.93,6.88,-0.87,3.09,-16.67,-0.47,4.79,-2.31
"W06000014","The Vale of Glamorgan","W01001124","TheValeofGlamorgan005C","The Vale of Glamorgan 005C",0.61,1.14,-4.55,1.07,4.78,-3.69,2.55,-1.33,-2.67,-0.33,20,-1.1,-1.39,4.42,-7.02,2.71,-6.55,-5.56
"W06000014","The Vale of Glamorgan","W01001125","TheValeofGlamorgan005D","The Vale of Glamorgan 005D",-10.4,-23.05,-29.7,-6.83,2.75,-4.27,-9.27,-28.22,-26.25,-1.54,1.55,-1.48,-11.45,-17.72,-32.94,-11.94,3.97,-6.22
"W06000014","The Vale of Glamorgan","W01001126","TheValeofGlamorgan005E","The Vale of Glamorgan 005E",-1.67,17.88,-13.78,-4.19,-2.55,-4.57,-2.81,27.39,-18.37,-10.02,6.99,-9.82,-0.43,9.25,-9.18,3.15,-11.62,0.61
"W06000014","The Vale of Glamorgan","W01001130","TheValeofGlamorgan005F","The Vale of Glamorgan 005F",-0.87,-3.41,7.83,-1.24,-1.82,-0.47,1.29,2.48,6.25,-1.98,-1.38,8.05,-2.92,-8.39,9.8,-0.5,-2.33,-6.3
"W06000014","The Vale of Glamorgan","W01001086","TheValeofGlamorgan006A","The Vale of Glamorgan 006A",0,0.53,-2.36,6.22,-9.97,2.88,0.13,3.23,-11.84,8.63,-10.5,4.48,-0.13,-2.11,11.76,3.7,-9.41,1.59
"W06000014","The Vale of Glamorgan","W01001087","TheValeofGlamorgan006B","The Vale of Glamorgan 006B",2.33,6.84,-7.14,7.07,1.38,-0.22,1.9,5,-10.87,2.43,8.21,1.08,2.72,8.77,-2.63,11.76,-4.52,-1.15
"W06000014","The Vale of Glamorgan","W01001088","TheValeofGlamorgan006C","The Vale of Glamorgan 006C",-1.39,-10.33,-3.83,6.07,0.55,-3.49,2.32,-11.83,1.85,12.39,3.01,2.99,-4.58,-8.4,-9.9,0.77,-1.52,-7.62
"W06000014","The Vale of Glamorgan","W01001089","TheValeofGlamorgan006D","The Vale of Glamorgan 006D",-0.61,-6.08,-3.33,2.79,-0.56,-0.5,0.98,-7.87,-6.76,4.46,2.38,3.37,-2.07,-4.35,0,1.04,-3.17,-3.59
"W06000014","The Vale of Glamorgan","W01001090","TheValeofGlamorgan006E","The Vale of Glamorgan 006E",4.51,6.37,0.74,7.19,0.96,4.86,6.68,-4.5,3.08,17.17,1.23,8.33,2.45,19.35,-1.43,-1.83,0.66,1.98
"W06000014","The Vale of Glamorgan","W01001081","TheValeofGlamorgan007A","The Vale of Glamorgan 007A",-0.41,-8.68,5.7,6.6,0,-6.43,4.17,-1.66,6.6,19.2,-2.16,-7.75,-4.42,-15.08,4.92,-3.62,2.17,-5.33
"W06000014","The Vale of Glamorgan","W01001092","TheValeofGlamorgan007B","The Vale of Glamorgan 007B",1.41,-4.29,-1.45,9.51,2.98,-7.45,5.25,-6.44,14.96,13.16,7.47,-6.16,-1.9,-2.29,-15.54,6.5,-1.03,-8.52
"W06000014","The Vale of Glamorgan","W01001094","TheValeofGlamorgan007C","The Vale of Glamorgan 007C",9.39,12.12,7.91,16.58,0,2.48,16.73,15.83,6.59,31.82,6.48,14.08,3.62,9.03,9.3,6.97,-5.51,-6.67
"W06000014","The Vale of Glamorgan","W01001095","TheValeofGlamorgan007D","The Vale of Glamorgan 007D",-3.78,-8.47,-1.46,-1.73,-2.1,-3.59,-1.32,-2,-1.98,-1.98,3.74,-3.19,-5.95,-14.22,-0.96,-1.49,-6.87,-3.88
"W06000014","The Vale of Glamorgan","W01001096","TheValeofGlamorgan007E","The Vale of Glamorgan 007E",-1.82,-6.48,-2.48,-2.53,-1.92,2.45,-2.29,-14.06,0,-1.01,-1.57,4.93,-1.36,4.55,-4.92,-4.08,-2.26,0.54
"W06000014","The Vale of Glamorgan","W01001097","TheValeofGlamorgan007F","The Vale of Glamorgan 007F",-1.6,-11.5,17.28,1.34,-6.41,-4.09,-0.87,-13.45,21.19,4.29,-5.3,-5,-2.26,-9.36,13.6,-1.04,-7.38,-3.33
"W06000014","The Vale of Glamorgan","W01001114","TheValeofGlamorgan008A","The Vale of Glamorgan 008A",6.79,19.12,3.82,13.31,1.83,2.38,8.14,21.19,0,9.68,5.95,4,5.58,16.28,6.94,16.99,-1.4,1.07
"W06000014","The Vale of Glamorgan","W01001115","TheValeofGlamorgan008B","The Vale of Glamorgan 008B",3.3,4.93,0,0.6,2.48,8.16,3.04,0.48,0,2.48,6.67,4.97,3.54,9.26,0,-1.17,-1.44,10.48
"W06000014","The Vale of Glamorgan","W01001131","TheValeofGlamorgan008C","The Vale of Glamorgan 008C",0.49,2.54,1.37,1.64,-1.52,-2.37,3.93,-0.54,8.26,7.39,1.38,2.11,-2.54,5.92,-5.45,-3.37,-3.83,-5.61
"W06000014","The Vale of Glamorgan","W01001132","TheValeofGlamorgan008D","The Vale of Glamorgan 008D",0.07,-2.71,-2.1,0.95,1.94,0,2.18,-11.2,7.04,7.41,2,5.61,-1.8,8.33,-11.11,-4.33,1.88,-3.7
"W06000014","The Vale of Glamorgan","W01001133","TheValeofGlamorgan008E","The Vale of Glamorgan 008E",-1.31,-6.8,15.07,-5.59,0.9,0.16,-2.36,-4.03,23.81,-13.07,5.26,-0.65,-0.28,-9.38,8.43,3.23,-2.99,0.91
"W06000014","The Vale of Glamorgan","W01001134","TheValeofGlamorgan008F","The Vale of Glamorgan 008F",6.47,-1.18,7.92,8.94,9.18,4.95,10.11,2.38,-1.75,16.15,11.51,12.69,3.4,-4.71,20.45,3.49,7.34,-1.18
"W06000014","The Vale of Glamorgan","W01001067","TheValeofGlamorgan009A","The Vale of Glamorgan 009A",3.99,5.15,14.91,2.63,2.42,0.66,6.11,0.91,22.97,1.38,6.4,9.01,2.22,8.94,8.05,4,-0.61,-4.19
