"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E07000110","Maidstone","E01024333","Maidstone001A","Maidstone 001A",-3.5,-4.97,-2.04,-4.77,3.05,-9.6,-1.87,-5.06,-3.53,-4.04,6.61,1.72,-5.08,-4.86,0,-5.44,0,-19.4
"E07000110","Maidstone","E01024334","Maidstone001B","Maidstone 001B",-7.88,-1.01,-22.96,-8.06,5.85,-22.76,-7.59,0,-16.36,-11.63,10.42,-25.37,-8.16,-2.17,-27.5,-4.57,1.09,-19.64
"E07000110","Maidstone","E01024335","Maidstone001C","Maidstone 001C",-2.46,2.93,-8.57,2.24,-9.27,-1.23,-4.64,0.76,-29.03,8.29,-10.66,-4.09,-0.25,5.61,14.63,-2.9,-7.92,1.94
"E07000110","Maidstone","E01024338","Maidstone001D","Maidstone 001D",-2.56,0,-4.67,-6.44,0.32,0.96,-2.85,7.14,-2.41,-7.84,-4.49,1.82,-2.26,-6.14,-7.46,-4.87,5.03,0
"E07000110","Maidstone","E01024347","Maidstone001E","Maidstone 001E",-0.95,8.2,-6.6,6.25,6.77,-18.84,2.58,10.92,-12.21,7.6,12.89,-9.05,-4.5,5.6,2.47,4.88,0.98,-27.27
"E07000110","Maidstone","E01024353","Maidstone002A","Maidstone 002A",0.67,-4.75,3.39,1.81,2.5,0.92,1.58,3.55,0,-4.31,6.59,5.94,-0.2,-12.17,6.67,8.83,-1.04,-3.42
"E07000110","Maidstone","E01024354","Maidstone002B","Maidstone 002B",-2.25,0.41,-5.2,-2.68,-2.11,-2.14,-3.8,-2.44,-8.43,-4.35,-2.24,-2.84,-0.79,3.31,-2.22,-1.18,-2,-1.43
"E07000110","Maidstone","E01024355","Maidstone002C","Maidstone 002C",-2.19,-6.17,-3.7,-3.24,3.22,1.15,-3.45,-8.63,-2.68,-5.95,4.79,2.65,-0.89,-3.41,-4.81,-0.24,1.71,0
"E07000110","Maidstone","E01024385","Maidstone002D","Maidstone 002D",-0.7,3.29,-1.01,-5.64,0.3,2.08,0.96,3.47,3.3,-7.51,0.61,11.26,-2.27,3.11,-4.67,-3.83,0,-5.38
"E07000110","Maidstone","E01024386","Maidstone002E","Maidstone 002E",-2.58,-3.51,-1.12,-4.57,-3.92,2.14,-3.18,1.97,-13.83,-1.67,-6.03,-1.19,-2,-8.7,12.94,-7.35,-1.63,4.88
"E07000110","Maidstone","E01024320","Maidstone003A","Maidstone 003A",-2.84,-6.76,0,-2.17,-1.7,-4,-1.02,-10.26,10.94,4.76,-2.72,-5.19,-4.52,-2.86,-9.09,-7.95,-0.68,-2.92
