"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000010","Carmarthenshire","W01000685","Carmarthenshire001A","Carmarthenshire 001A",-1.79,-11.15,1.26,3.82,0,-3.99,0.65,-7.63,-1.1,7.28,4.02,-3.49,-4.17,-14.1,4.41,0.47,-3.98,-4.47
"W06000010","Carmarthenshire","W01000686","Carmarthenshire001B","Carmarthenshire 001B",-3.22,-20,0.95,-5.73,2.08,4,0.48,-18.18,1.89,4.76,6.82,2.98,-6.85,-22.11,0,-15.47,-1.91,5.1
"W06000010","Carmarthenshire","W01000701","Carmarthenshire001C","Carmarthenshire 001C",-0.44,-4.85,-10.06,6.43,4.52,-4.71,2.15,-0.76,-13.68,15.9,8.75,-6.76,-2.94,-8.82,-4.69,-1.78,0.58,-2.75
"W06000010","Carmarthenshire","W01000702","Carmarthenshire001D","Carmarthenshire 001D",1.08,-11.64,-19.53,14.06,6.58,1.72,9.74,-9.85,-1.92,29.11,14.56,6.92,-6.89,-14,-31.58,-0.62,0,-2.48
"W06000010","Carmarthenshire","W01000647","Carmarthenshire002A","Carmarthenshire 002A",-4.28,-8.25,-7.46,0.57,-1.15,-8.06,-4.91,-14.29,-9.23,1.15,1.97,-9.52,-3.7,-2.91,-5.8,0,-3.59,-6.6
"W06000010","Carmarthenshire","W01000650","Carmarthenshire002B","Carmarthenshire 002B",-1.62,-9.36,-7.34,-1.41,0,1.61,1.15,0.88,-5.17,0.55,6.63,-1.27,-4.48,-22.22,-9.8,-3.47,-5.26,5.05
"W06000010","Carmarthenshire","W01000678","Carmarthenshire002C","Carmarthenshire 002C",-3.45,-11.56,-19.05,6.57,0.6,-3.58,-0.43,-12.05,-16.67,21.48,3.59,-5.53,-6.35,-11.11,-22.22,-7.91,-2.42,-1.94
"W06000010","Carmarthenshire","W01000679","Carmarthenshire002D","Carmarthenshire 002D",2.23,2.81,1.5,2.59,-1.17,5.14,0.83,-2.88,-10.26,-2.15,8.4,8.62,3.72,10.81,18.18,8.07,-9.42,2.19
"W06000010","Carmarthenshire","W01000646","Carmarthenshire003A","Carmarthenshire 003A",-4.14,-9.49,-11.69,3.7,-5.52,-4.4,-3.51,-2.58,-20.34,6.54,-5.73,-4.41,-4.74,-16.15,-2.65,1.07,-5.33,-4.39
"W06000010","Carmarthenshire","W01000688","Carmarthenshire003B","Carmarthenshire 003B",-3.34,-8.06,-8.89,-0.22,-0.8,-3.15,-4.44,-14.12,-5.95,5.56,-2.75,-7.52,-2.25,-0.71,-11.46,-5.49,1.03,1.37
"W06000010","Carmarthenshire","W01000689","Carmarthenshire003C","Carmarthenshire 003C",4.71,2.31,6.94,7.89,4.08,2.98,4.35,-1.89,1.35,9.73,6.28,1.9,5.06,6.36,12.86,6.15,1.9,3.98
"W06000010","Carmarthenshire","W01000728","Carmarthenshire003D","Carmarthenshire 003D",0.44,0,-6.12,5.54,1.13,-2.13,0.58,-2.78,-14,8.3,5.66,-3.78,0.29,2.86,2.08,2.85,-3.41,-0.37
"W06000010","Carmarthenshire","W01000676","Carmarthenshire004A","Carmarthenshire 004A",-0.85,-5.29,-19.39,9.74,-5.61,3.9,1.79,1.9,-21.59,21.21,-10.67,7.29,-3.23,-12.62,-16.88,-0.54,-1.02,1.23
"W06000010","Carmarthenshire","W01000677","Carmarthenshire004B","Carmarthenshire 004B",2.14,-6.1,10.17,4.4,6.27,-0.56,6.61,-2.5,2.9,11.11,12.98,3.76,-1.73,-9.52,20.41,-1.9,0,-3.1
"W06000010","Carmarthenshire","W01000687","Carmarthenshire004C","Carmarthenshire 004C",0.95,8.03,10.19,-1.76,3.32,-4.52,1.36,15.87,28.99,-5.78,9.91,-11.76,0.53,0,-4.55,2.99,-2.5,3.09
"W06000010","Carmarthenshire","W01000709","Carmarthenshire004D","Carmarthenshire 004D",-2.68,4.29,-11.02,0.56,-6.39,-1.98,-0.99,1.99,-6.19,-0.74,0.36,-2.01,-4.35,6.98,-15.45,1.89,-12.62,-1.94
"W06000010","Carmarthenshire","W01000624","Carmarthenshire005A","Carmarthenshire 005A",-2.26,-4.18,-5.79,2.94,-2.58,-4.41,-0.61,-2.75,-11.11,12.89,-2.46,-3.91,-3.87,-5.88,1.89,-4.95,-2.69,-4.85
"W06000010","Carmarthenshire","W01000682","Carmarthenshire005B","Carmarthenshire 005B",-4.9,0,0,-8.84,-5.96,-4.36,-2.54,8.05,8.2,-5.75,-9.2,-2.16,-7.1,-6.8,-7.58,-11.7,-2.56,-6.34
"W06000010","Carmarthenshire","W01000683","Carmarthenshire005C","Carmarthenshire 005C",0.09,-17.57,-2.13,11.26,-3.72,5.81,2.78,-12,-3.57,27.78,-7.74,6.77,-2.72,-23.29,0,-3.25,0.65,4.8
"W06000010","Carmarthenshire","W01000684","Carmarthenshire005D","Carmarthenshire 005D",-3.38,-13.72,11.18,-1.9,-3.7,-3.45,-4.77,-16.08,11.25,-3.32,-6.61,-3.16,-1.96,-11.19,11.11,-0.43,-0.86,-3.75
