"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000024","Merthyr Tydfil","W01001295","MerthyrTydfil002A","Merthyr Tydfil 002A",4.61,-2.77,0.48,12.76,4.51,0.35,6.71,-7.14,4.81,17.84,13.53,-3.52,2.5,2.65,-3.85,7.76,-3.23,4.2
"W06000024","Merthyr Tydfil","W01001296","MerthyrTydfil002B","Merthyr Tydfil 002B",2,5.42,-3.85,4,1.16,0.9,4.11,19.82,0,3.28,1.75,0,-0.12,-6.98,-7.48,4.78,0.57,1.86
"W06000024","Merthyr Tydfil","W01001297","MerthyrTydfil002C","Merthyr Tydfil 002C",2.81,3.99,0.83,4.37,3.21,-1.66,4.43,1.27,1.77,6.21,1.68,11.11,1.21,6.99,0,2.4,4.88,-10.56
"W06000024","Merthyr Tydfil","W01001298","MerthyrTydfil002D","Merthyr Tydfil 002D",0.27,-0.62,-9.69,3.62,-1.98,4.44,-0.33,-4.32,-9.91,4.88,-2.31,2.22,0.87,3.16,-9.48,2.27,-1.67,6.33
"W06000024","Merthyr Tydfil","W01001310","MerthyrTydfil002E","Merthyr Tydfil 002E",0.49,-0.37,1.82,1.5,0.3,-0.93,3.32,2.72,10.26,4.87,0,1.33,-2.34,-3.97,-5.75,-1.88,0.63,-2.91
"W06000024","Merthyr Tydfil","W01001311","MerthyrTydfil002F","Merthyr Tydfil 002F",0.95,-4.68,1.59,5.84,1.09,-3.7,0,-14.41,-2.82,5.86,6.06,-1.19,1.92,4.03,7.27,5.83,-4.76,-5.71
"W06000024","Merthyr Tydfil","W01001291","MerthyrTydfil003A","Merthyr Tydfil 003A",-3.07,-1.21,-8.79,-3.48,-2.23,-1.08,-2.94,-3.92,-4.8,-1.47,-0.54,-6.98,-3.19,1.44,-13.16,-5.29,-3.69,4.03
"W06000024","Merthyr Tydfil","W01001294","MerthyrTydfil003B","Merthyr Tydfil 003B",-5.25,-0.38,-5.88,-9.56,0,-6.53,-5.41,-0.76,2.6,-11.38,0.63,-7.58,-5.1,0,-14.47,-7.64,-0.55,-5.5
"W06000024","Merthyr Tydfil","W01001305","MerthyrTydfil003C","Merthyr Tydfil 003C",5.34,8.24,3.68,7.49,1.81,4.82,7.76,13.41,16.39,9.5,2.17,2.68,3.04,4,-6.67,5.17,1.44,6.57
"W06000024","Merthyr Tydfil","W01001306","MerthyrTydfil003D","Merthyr Tydfil 003D",1.26,-11.49,3.14,-1.39,4.52,12.8,4.44,-10.43,8.24,-0.82,9.88,20.95,-1.66,-12.5,-2.7,-1.92,-0.55,6.9
"W06000024","Merthyr Tydfil","W01001324","MerthyrTydfil003E","Merthyr Tydfil 003E",-2.73,-1.61,1.01,-3.33,1.11,-7.24,-0.96,-5.49,0.91,-0.65,4.85,-4.62,-4.44,2.72,1.12,-5.9,-2.7,-9.3
"W06000024","Merthyr Tydfil","W01001292","MerthyrTydfil004A","Merthyr Tydfil 004A",6.84,1.88,15.94,10.68,5.14,0,9.78,7.39,14.14,13.57,6.71,4.12,4.26,-3.15,17.59,8.15,3.7,-3.1
"W06000024","Merthyr Tydfil","W01001293","MerthyrTydfil004B","Merthyr Tydfil 004B",0.41,-1.74,-3.76,0.89,4.55,-0.27,0.23,-9.55,1.01,7.06,-1.2,0.58,0.59,11.01,-9.2,-4.83,10.43,-1.03
"W06000024","Merthyr Tydfil","W01001307","MerthyrTydfil004C","Merthyr Tydfil 004C",1.62,-6.75,0,2.42,-3.35,13.17,2.95,-11.43,-1.3,9.4,-1.58,15.22,0.26,0,1.05,-5,-5.36,11.6
"W06000024","Merthyr Tydfil","W01001315","MerthyrTydfil004D","Merthyr Tydfil 004D",0.24,-1.98,-3.33,10.09,-2.46,-8.96,0.43,-9.68,-11.2,15.43,0.51,-11.66,0,10.26,5.22,2.99,-5.92,-6.4
"W06000024","Merthyr Tydfil","W01001314","MerthyrTydfil005A","Merthyr Tydfil 005A",-0.35,-4.19,7.76,0.13,3.02,-4.57,2.65,-1.3,1.47,7.69,8.7,-5.94,-3.31,-7.21,16.67,-6.82,-1.87,-3.2
"W06000024","Merthyr Tydfil","W01001316","MerthyrTydfil005B","Merthyr Tydfil 005B",-2.73,1.92,-12.82,-3.07,-3.3,0.63,-2.55,-0.34,-19.54,-0.93,-2.76,5.05,-2.89,4.26,-6.21,-5.09,-3.85,-2.54
"W06000024","Merthyr Tydfil","W01001317","MerthyrTydfil005C","Merthyr Tydfil 005C",7.26,7.27,-0.52,14.94,1.88,6.34,11.1,10.37,6.19,20.6,6.21,5.13,3.73,4.29,-7.22,9.17,-1.71,7.33
"W06000024","Merthyr Tydfil","W01001318","MerthyrTydfil005D","Merthyr Tydfil 005D",-3.38,-1.78,-6.18,-4.97,-2.48,-1.48,-4.3,-3.23,-4.12,-8.46,-3.43,0.63,-2.39,0,-8.64,-1.23,-1.35,-3.35
"W06000024","Merthyr Tydfil","W01001289","MerthyrTydfil006A","Merthyr Tydfil 006A",2.1,5.31,2.11,4.33,1.47,-2.96,3.19,5,1.28,5.48,0.75,1.43,1.01,5.66,3.13,3.18,2.14,-6.71
"W06000024","Merthyr Tydfil","W01001302","MerthyrTydfil006B","Merthyr Tydfil 006B",-0.51,-5.15,-9.58,10.28,-4.82,-2.13,1,-8.53,-14.61,21.64,-3.31,-3.37,-2.08,-0.96,-3.85,0,-6.54,-1.01
"W06000024","Merthyr Tydfil","W01001303","MerthyrTydfil006C","Merthyr Tydfil 006C",0.26,-8.71,2.04,4.26,3.64,-2.82,2.45,-7.96,13.04,3.16,4.69,2.82,-1.89,-9.38,-7.69,5.38,2.52,-8.45
"W06000024","Merthyr Tydfil","W01001304","MerthyrTydfil006D","Merthyr Tydfil 006D",2.38,8.18,-16.92,9.46,0.96,1.67,4.05,7.26,-13.4,6.93,9.55,2.29,0.68,9.38,-20.41,12.21,-7.74,1.19
"W06000024","Merthyr Tydfil","W01001312","MerthyrTydfil006E","Merthyr Tydfil 006E",5.54,1.88,2.6,13.32,13.83,-3.94,6.39,-5.51,-10.64,19.17,18.66,1.07,4.67,12.79,23.33,7.37,9.46,-7.79
