"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E08000013","St. Helens","E01006882","St.Helens001A","St. Helens 001A",4.47,9.35,-2.56,6.12,5.05,3.35,3.45,4.11,2,4.76,9.09,-0.55,5.43,15.15,-5.97,7.63,1.68,6.8
"E08000013","St. Helens","E01006883","St.Helens001B","St. Helens 001B",5.05,-6.11,21.05,8.98,6.56,2.27,7.69,-5,18.6,10.49,11.2,5.97,2.73,-7,23.08,7.56,2.24,-0.84
"E08000013","St. Helens","E01006884","St.Helens001C","St. Helens 001C",4.79,5.56,15.18,12.68,2.55,-3.46,9.49,4.3,11.11,28.66,1.95,1.14,0.56,6.9,20.41,-0.53,3.13,-6.99
"E08000013","St. Helens","E01006885","St.Helens001D","St. Helens 001D",5.18,7.33,-6.35,12.9,6.17,1.59,8.67,20.97,0,22.66,6.33,-0.56,2.1,-2.27,-12.5,4.64,6.02,3.52
"E08000013","St. Helens","E01006886","St.Helens001E","St. Helens 001E",2.48,-10.73,7.83,6.27,6.6,0.77,4.69,-9.57,0,8.7,4.93,10.49,0.45,-12.05,16.07,3.8,8.22,-6.09
"E08000013","St. Helens","E01006887","St.Helens001F","St. Helens 001F",1.83,5.56,-5.8,6.79,-5.3,3.01,2.47,13.48,-3.9,7.39,2.9,-5.99,1.25,-0.92,-8.2,6.28,-13.1,10.61
"E08000013","St. Helens","E01006802","St.Helens002A","St. Helens 002A",4.08,4.17,1.32,11.14,3.41,-1.16,4.92,-5.5,3.75,19.05,3.74,-2.43,3.21,16.87,-1.39,2.96,3.09,0
"E08000013","St. Helens","E01006804","St.Helens002B","St. Helens 002B",3.48,-1.79,-5.33,11.19,3,2.42,3.13,-6.5,-4.49,14.08,1.94,2.05,3.84,3.96,-6.56,8.16,3.93,2.74
"E08000013","St. Helens","E01006806","St.Helens002C","St. Helens 002C",0.46,-2.37,-5.19,5.28,2.02,-1.23,0.52,7.61,-9.28,6.63,2.8,-4.64,0.39,-10.08,1.75,3.83,1.3,2.01
"E08000013","St. Helens","E01006807","St.Helens002D","St. Helens 002D",4.68,-3.45,4.81,15.99,-0.35,3.66,8.72,3.7,0,25.55,0.7,7.43,1.13,-9.68,10.42,7.64,-1.38,0.76
"E08000013","St. Helens","E01006803","St.Helens003A","St. Helens 003A",4.19,0.57,7.55,2.37,5.41,5.79,3.95,-7.29,3.33,5.79,5.62,6.74,4.43,10,13.04,-1.06,5.19,4.86
"E08000013","St. Helens","E01006805","St.Helens003B","St. Helens 003B",3.81,5.37,6.19,5.53,1.68,-0.37,1.23,9.64,0.92,-0.39,0,-4.58,6.64,0,12.94,12.07,3.36,3.57
"E08000013","St. Helens","E01006808","St.Helens003C","St. Helens 003C",1.11,2.84,-9.49,11.88,-0.3,-6.69,4.11,6.06,-10.84,19.65,-0.65,-2.27,-1.7,0,-7.41,4.76,0,-10.53
"E08000013","St. Helens","E01006809","St.Helens003D","St. Helens 003D",2.04,-2.2,-4.14,7.63,0.34,2.16,1.81,-3.06,-3.61,6.06,2.14,1.99,2.29,-1.19,-4.84,9.34,-1.27,2.33
"E08000013","St. Helens","E01006849","St.Helens004A","St. Helens 004A",6.6,7.45,12.78,6.29,4.56,3.7,10.26,9.49,12.24,10.95,11.63,6.54,3.26,5.49,13.41,2.39,-2.24,1.47
"E08000013","St. Helens","E01006850","St.Helens004B","St. Helens 004B",-1.12,-6.29,-7.57,2.39,3.96,-3.06,0,-10.07,5,4.83,2.67,-3.95,-2.24,-2.19,-17.14,-0.43,5.23,-2.29
"E08000013","St. Helens","E01006851","St.Helens004C","St. Helens 004C",2.75,4.58,-9.17,5.64,2.93,2.68,1.56,-10.59,-17.65,6.7,8.55,4.27,3.97,23.53,1.92,4.42,-1.28,1.16
