"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000009","Pembrokeshire","W01000558","Pembrokeshire001A","Pembrokeshire 001A",-5.05,-4.96,-10.77,-2.12,-2.76,-7.83,-2.54,-3.39,-1.98,4.58,-1.43,-9.82,-7.4,-6.45,-20.21,-7.92,-4,-5.92
"W06000009","Pembrokeshire","W01000559","Pembrokeshire001B","Pembrokeshire 001B",-1.42,-1.94,10.91,3.61,-1.31,-8.89,-0.66,0.91,-5.8,5.82,3.8,-9.95,-2.22,-5.21,39.02,1.17,-6.06,-7.91
"W06000009","Pembrokeshire","W01000560","Pembrokeshire001C","Pembrokeshire 001C",-0.65,-6.94,2.56,4.59,2.56,-6.42,-1.42,-7.5,4.62,2.5,3.97,-9.09,0.17,-6.45,0,6.9,1.23,-3.31
"W06000009","Pembrokeshire","W01000561","Pembrokeshire001D","Pembrokeshire 001D",-3.83,-4.76,0.71,-5.99,1.93,-7.76,-2.82,3.31,3.7,-8.29,2.01,-8.47,-4.85,-13.64,-3.39,-3.76,1.85,-7.07
"W06000009","Pembrokeshire","W01000613","Pembrokeshire001E","Pembrokeshire 001E",-7.92,-5.99,-14.8,-6.29,-8.06,-7.98,-7.83,-9.94,-19.44,-1.98,-7.45,-7.74,-8.01,-1.37,-9.09,-10.29,-8.64,-8.19
"W06000009","Pembrokeshire","W01000562","Pembrokeshire002A","Pembrokeshire 002A",-7.18,-3.6,-15.29,-2.71,-14.15,-3.4,-2.88,-2.68,10.94,3.33,-13.89,-1.32,-11.06,-4.55,-31.13,-8.47,-14.42,-5.13
"W06000009","Pembrokeshire","W01000565","Pembrokeshire002B","Pembrokeshire 002B",-2.74,-6.85,-10.36,-5.03,6.63,-1.76,-2.84,-4.03,-20.18,-0.93,4.07,-0.75,-2.64,-9.79,3.8,-8.71,9.38,-2.5
"W06000009","Pembrokeshire","W01000566","Pembrokeshire002C","Pembrokeshire 002C",0.34,5.53,-12.43,8.78,-3.24,-1.45,0.27,0,-18.02,10.99,1.43,-0.55,0.4,12.5,-4.05,6.49,-7.1,-2.14
"W06000009","Pembrokeshire","W01000567","Pembrokeshire002D","Pembrokeshire 002D",-3.79,-3.31,-8.89,-4.04,-0.68,-4.3,-3.79,-1.85,-11.29,-5.09,5.69,-8.23,-3.78,-4.71,-5.94,-3.06,-6.58,0
"W06000009","Pembrokeshire","W01000597","Pembrokeshire002E","Pembrokeshire 002E",-12.63,-18.35,-12.77,-7.69,-8.55,-15.49,-9.4,-19.1,4.55,-5.51,1.92,-16.5,-15.63,-17.39,-28,-10,-16.92,-14.64
"W06000009","Pembrokeshire","W01000617","Pembrokeshire002F","Pembrokeshire 002F",-1.39,0.76,33.03,-1.06,-7.65,-6.84,0.94,2.4,49.12,3.28,-9.45,-6.08,-3.67,-0.72,15.38,-5.13,-5.62,-7.54
"W06000009","Pembrokeshire","W01000579","Pembrokeshire003A","Pembrokeshire 003A",-3.58,-3.45,-17.06,-3.07,-1.18,0.52,-2.53,-2.07,-15.33,-4.1,4.12,-0.71,-4.54,-4.69,-18.59,-2.15,-5.99,1.7
