"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000018","Caerphilly","W01001374","Caerphilly001A","Caerphilly 001A",2.04,3.24,2.08,-3.51,7.96,4.72,6.87,9.62,6.12,-0.83,13.1,13.64,-2.34,-1.4,-2.13,-6.17,2.78,-2.08
"W06000018","Caerphilly","W01001375","Caerphilly001B","Caerphilly 001B",1.65,-0.99,2.09,-0.81,2.4,6.48,4.09,8.42,-2,3.28,2.34,9.76,-0.64,-9.35,6.59,-4.8,2.47,4.12
"W06000018","Caerphilly","W01001376","Caerphilly001C","Caerphilly 001C",-5.8,-19.29,0,-3.5,1.5,-5.47,-2.61,-19.14,9.2,5.12,4.76,-9.49,-8.62,-19.46,-8.89,-10.33,-1.43,-2.3
"W06000018","Caerphilly","W01001406","Caerphilly001D","Caerphilly 001D",2.61,-0.36,3.83,3.93,2.55,1.94,4.58,0,0,4.94,6.1,9.62,0.63,-0.73,8.26,2.79,-0.92,-3.9
"W06000018","Caerphilly","W01001428","Caerphilly001E","Caerphilly 001E",-0.62,-9.62,-2.94,10.19,-4.1,-1.43,2.71,-9.15,-1,15.52,6.73,-2.06,-3.79,-10.14,-5.71,5.53,-12.14,-0.88
"W06000018","Caerphilly","W01001429","Caerphilly001F","Caerphilly 001F",2.44,1.1,11.54,0,6.64,-0.79,4,-1.11,28,-3.95,16.19,-0.78,1,3.3,-3.7,3.65,-0.74,-0.79
"W06000018","Caerphilly","W01001360","Caerphilly002A","Caerphilly 002A",-2.37,-10.48,-11.66,-3.95,1.6,9.13,2.06,-2.97,1.25,-2.88,3.97,13.91,-6.47,-16.41,-24.1,-5.08,-0.81,5.41
"W06000018","Caerphilly","W01001361","Caerphilly002B","Caerphilly 002B",2.85,0,-6.55,8.64,2.78,1.9,7.01,3.41,3.75,16.16,0,2,-0.97,-2.91,-15.91,1.45,5.41,1.8
"W06000018","Caerphilly","W01001384","Caerphilly002C","Caerphilly 002C",2.63,3.64,-4.37,1.68,4.9,6.78,2.93,2.26,3.81,1.39,6,2.75,2.33,4.93,-12.87,2.02,3.85,10.24
"W06000018","Caerphilly","W01001385","Caerphilly002D","Caerphilly 002D",1.13,4.64,-1.78,0.4,-2.65,4.99,3.39,1.74,-2.7,4.18,3.55,7.5,-0.96,7.38,-0.88,-3.14,-8.07,2.76
"W06000018","Caerphilly","W01001386","Caerphilly002E","Caerphilly 002E",0.12,2.34,4,8.16,-7.02,-10.94,4.99,5.11,9.26,22.18,-11.61,-9.09,-4.79,-0.6,-2.17,-4.87,-2.08,-12.65
"W06000018","Caerphilly","W01001325","Caerphilly003A","Caerphilly 003A",1.84,-4.18,-1.35,3.2,6.57,4.01,4.07,-7.41,2.48,10.16,6.12,8.2,-0.35,0,-5.88,-2.61,7.04,0.66
"W06000018","Caerphilly","W01001326","Caerphilly003B","Caerphilly 003B",-2.26,-5.18,-1.29,-0.14,-1.44,-4.57,-1.13,-10.74,4.04,3.29,5.45,-8.67,-3.32,0.9,-5.22,-3.57,-7.87,-1.12
"W06000018","Caerphilly","W01001362","Caerphilly003C","Caerphilly 003C",-1.95,-12.12,-1,-2.31,0.98,3.36,2.31,7.59,-5.5,2.36,1.45,3.13,-5.95,-27.32,4.4,-6.77,0.5,3.57
"W06000018","Caerphilly","W01001336","Caerphilly004A","Caerphilly 004A",2.31,-0.99,0,7.58,3.1,-2.27,4.54,-5.22,9.76,12.5,0,2.01,0,4.55,-10.26,2.43,6.12,-6.29
"W06000018","Caerphilly","W01001337","Caerphilly004B","Caerphilly 004B",-1.08,-1.65,-6.06,3.64,-6.08,1.06,0.51,-6.57,-0.84,8.9,-4.49,0,-2.63,4.76,-11.61,-1.16,-7.51,2
"W06000018","Caerphilly","W01001338","Caerphilly004C","Caerphilly 004C",-0.57,1.6,-4.91,-1.69,-2.26,4.96,-1.33,8.57,-1.77,-4.02,-3.72,-1.44,0.23,-4.07,-8.11,1.12,-0.6,11.19
"W06000018","Caerphilly","W01001339","Caerphilly004D","Caerphilly 004D",5.29,3.54,12,8.01,3.57,-0.78,7.25,8.53,10.78,13.33,0.87,-2.83,3.66,0,13.27,3.08,5.84,0.67
"W06000018","Caerphilly","W01001334","Caerphilly005A","Caerphilly 005A",0.73,6.86,-10.28,3.95,2.34,-5.02,1.96,14.29,-15.38,5.8,6.09,-8.73,-0.38,0,-5.45,2.33,-0.71,-1.5
"W06000018","Caerphilly","W01001335","Caerphilly005B","Caerphilly 005B",0.31,1.44,0.63,0,-0.63,0.92,0.74,1.9,10.23,-4.48,1.27,1.98,-0.16,0.97,-11.43,5.35,-2.55,0
"W06000018","Caerphilly","W01001347","Caerphilly005C","Caerphilly 005C",-0.27,-4.33,-1.99,-1.38,-0.33,4.83,0.28,-9.32,-4.17,6.25,-1.33,4.73,-0.77,2.22,0,-7.41,0.64,4.92
"W06000018","Caerphilly","W01001351","Caerphilly005D","Caerphilly 005D",1.44,-12.11,3.36,-1.03,12.46,0.26,2.4,-7.95,6.49,0,9.94,1.63,0.54,-15.69,0,-2.09,14.77,-0.98
"W06000018","Caerphilly","W01001356","Caerphilly006A","Caerphilly 006A",0.66,6.35,-0.65,2.57,0,-4.04,1.16,8.16,-7.78,3.68,0.83,-0.76,0.16,4.4,9.38,1.6,-0.91,-6.67
"W06000018","Caerphilly","W01001357","Caerphilly006B","Caerphilly 006B",-1.42,-2.68,1.21,-1.13,-4.24,0.61,0.38,-2.17,3.85,0.82,-3.09,3.73,-3.13,-3.25,-1.15,-2.82,-5.36,-2.37
"W06000018","Caerphilly","W01001358","Caerphilly006C","Caerphilly 006C",3.36,1.57,-4.76,14.82,2.97,-5.1,6.13,-1.19,-4.08,27.41,2.7,-3.21,0.64,4.67,-5.49,3.95,3.23,-6.96
"W06000018","Caerphilly","W01001359","Caerphilly006D","Caerphilly 006D",-6.24,-12.99,-7.49,-5.64,1.55,-9.09,-3.76,-5.66,-14.85,-2.94,7.41,-8.33,-8.75,-18.24,1.16,-8.68,-4.35,-9.87
"W06000018","Caerphilly","W01001390","Caerphilly006E","Caerphilly 006E",-0.05,3.07,-12.66,1.16,1.71,0.33,-1.51,-3.85,-10.62,3.98,-1.12,-3.57,1.39,11.58,-14.66,-1.38,4.65,3.61
"W06000018","Caerphilly","W01001391","Caerphilly006F","Caerphilly 006F",2.02,5.4,-4.79,7.56,0,-3.93,1.99,5.56,-5.32,4.53,4.64,-3.95,2.05,5.22,-4.26,10.61,-4.38,-3.91
"W06000018","Caerphilly","W01001352","Caerphilly007A","Caerphilly 007A",-2.91,-11.99,-2.82,2.15,-3.69,-1.92,0.66,-12,4.41,14.83,-6.15,-4.32,-6.11,-11.98,-9.46,-7.6,-1.09,0
"W06000018","Caerphilly","W01001353","Caerphilly007B","Caerphilly 007B",1.17,-6.09,-5.52,14.87,1.63,-3.81,3.51,1.1,-10.89,25,-0.53,-1.82,-1.16,-12.26,3.23,5.14,3.95,-5.53
"W06000018","Caerphilly","W01001387","Caerphilly007C","Caerphilly 007C",-7.54,-12.32,-5.41,-9.39,-4.69,-2.58,-10.94,-27.04,-10.96,-8.57,-6.94,2.97,-3.88,7.69,0,-10.26,-1.79,-6.82
"W06000018","Caerphilly","W01001388","Caerphilly007D","Caerphilly 007D",2.95,0,4.44,4.43,3.77,1.54,7.44,-0.53,20.83,8.45,10.71,3.17,-1.2,0.53,-7.75,0.64,-2.63,0
"W06000018","Caerphilly","W01001389","Caerphilly007E","Caerphilly 007E",-1.77,2.14,-12.5,-6.65,4.37,2.8,-1.09,8.33,-12.9,-11.4,9.18,6.8,-2.41,-4.4,-12.12,-1.19,0,0
"W06000018","Caerphilly","W01001414","Caerphilly008A","Caerphilly 008A",-0.58,-4.07,2.29,2.26,-2.55,-3.04,1.88,-0.69,10.1,5.41,1.55,-9.65,-2.86,-7.28,-4.2,-0.74,-6.21,3.45
"W06000018","Caerphilly","W01001415","Caerphilly008B","Caerphilly 008B",-1.81,-8.97,-2.25,3.01,-0.84,-3.6,-1.01,-9.63,0.88,4.12,0,-3.28,-2.57,-8.29,-5.5,1.95,-1.67,-3.85
