"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000001","Isle of Anglesey","W01000003","IsleofAnglesey001A","Isle of Anglesey 001A",-6.36,-3.83,-12.11,-7.95,-4.05,-4.82,-6.21,-8.26,-16.76,-3.23,-0.78,-7.41,-6.52,1,-6.71,-12.66,-7.25,-2.41
"W06000001","Isle of Anglesey","W01000004","IsleofAnglesey001B","Isle of Anglesey 001B",3.76,9.2,9.91,13.97,0,-4.62,3.71,16.22,-1.79,16.06,0,-5.5,3.8,4,21.82,11.85,0,-3.79
"W06000001","Isle of Anglesey","W01000018","IsleofAnglesey001C","Isle of Anglesey 001C",-9.12,-21.86,-9.32,-6.29,-9.39,-4.12,-9.31,-23.68,-16.67,-3.42,-10.67,-1.62,-8.95,-19.8,-1.72,-8.72,-8.18,-6.4
"W06000001","Isle of Anglesey","W01000028","IsleofAnglesey001D","Isle of Anglesey 001D",-0.92,-7.65,0.51,0.17,1.99,0.25,-0.21,-7.14,1.06,-2.34,8.79,0.51,-1.61,-8.12,0,2.93,-3.62,0
"W06000001","Isle of Anglesey","W01000031","IsleofAnglesey001E","Isle of Anglesey 001E",0.47,11.76,-5.06,7.34,-6.15,-3.4,0.4,20.93,-20,7.98,-3.28,-2.63,0.54,5.08,17.46,6.67,-8.9,-4.17
"W06000001","Isle of Anglesey","W01000010","IsleofAnglesey002A","Isle of Anglesey 002A",-4.62,0.47,15.04,-2.97,-10.82,-6.91,-3.25,11.32,0,0,-9.01,-7.17,-5.95,-10.19,40,-6.07,-12.55,-6.7
"W06000001","Isle of Anglesey","W01000020","IsleofAnglesey002B","Isle of Anglesey 002B",3.59,12.35,0.83,9.85,1.24,-1.49,3.97,7.87,22.45,10.69,-1.23,-2.54,3.22,17.81,-14.08,9.09,3.77,-0.49
"W06000001","Isle of Anglesey","W01000021","IsleofAnglesey002C","Isle of Anglesey 002C",-2.09,-3.62,5.08,-2.55,1.1,-5.73,-2.75,-1.68,17.17,-9.86,1.06,-6.45,-1.41,-5.56,-7.14,5.91,1.14,-5.06
"W06000001","Isle of Anglesey","W01000032","IsleofAnglesey002D","Isle of Anglesey 002D",-0.4,2.59,24.1,3,-3.48,-6.83,1.87,3.51,18,5.88,2.86,-6.55,-2.53,1.69,33.33,0,-8.8,-7.07
"W06000001","Isle of Anglesey","W01000016","IsleofAnglesey003A","Isle of Anglesey 003A",0.62,8.4,-17.68,5.34,-4.43,2.98,3.89,24.35,-15.79,6.64,-0.96,-3.45,-2.59,-4.08,-19.42,3.96,-8.08,9.88
