"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"W06000015","Cardiff","W01001777","Cardiff001A","Cardiff 001A",5.56,0.79,9.85,20.24,1.81,-1.36,10.21,0.83,14.29,29.75,6.25,2.42,1.28,0.76,4.84,11.8,-2.33,-4.68
"W06000015","Cardiff","W01001778","Cardiff001B","Cardiff 001B",4.97,2.5,8.99,11.25,7.13,-2.34,3.89,-1.96,-3.06,17.11,10.4,-5.56,6.05,7.87,23.75,6.1,4.11,0.84
"W06000015","Cardiff","W01001794","Cardiff001C","Cardiff 001C",-0.22,-5.42,8.96,4.42,-1.23,-10.75,1.08,-3.31,20,4.27,2.11,-17.65,-1.36,-7.56,-1.45,4.55,-3.83,-4.95
"W06000015","Cardiff","W01001799","Cardiff001D","Cardiff 001D",7.64,1.99,-5.45,25.55,3.75,6.1,6.64,-8.05,9.8,22.12,3.6,5.39,8.52,15.63,-18.64,28.95,3.9,6.58
"W06000015","Cardiff","W01001793","Cardiff002A","Cardiff 002A",-1.6,-6.78,1.26,-4.41,2.94,7.3,-4.25,-12.2,-5.75,-3.88,3.9,-3.03,1.12,0,9.72,-4.9,1.97,16.9
"W06000015","Cardiff","W01001795","Cardiff002B","Cardiff 002B",-2.23,-0.71,0,-3.26,-2.92,-2.15,-5.28,-5.59,-2.5,-8.03,-5.56,1.14,0.78,4.32,2.53,1.1,0,-5.1
"W06000015","Cardiff","W01001796","Cardiff002C","Cardiff 002C",1.29,-2.13,2.03,5.5,-3.94,3.46,5.74,6.56,8.57,8.97,-3.61,10.48,-2.71,-11.5,-3.85,2.09,-4.23,-1.29
"W06000015","Cardiff","W01001798","Cardiff002D","Cardiff 002D",-0.96,-2.97,-4.46,4.51,-3.43,-3.64,3.72,2.68,-5.19,9.73,-2.07,6.25,-4.98,-8.06,-3.75,-0.42,-4.55,-10.43
"W06000015","Cardiff","W01001841","Cardiff003A","Cardiff 003A",2.1,-3.84,-0.39,5.05,2.11,7.14,2.85,-0.53,4.35,2.99,2.93,7.23,1.4,-6.86,-5.79,6.98,1.36,7.07
"W06000015","Cardiff","W01001842","Cardiff003B","Cardiff 003B",-1.67,-3.02,-11.11,2.96,-8.48,0,0.7,0.98,-17.91,7.77,-9.93,3.03,-3.98,-7.25,-5.19,-1.49,-6.82,-2.7
