"LAD11CD","LAD11NM","LSOA11CD","LSOA11_NM","LSOA11NM","A_All","A_0to14","A_15to24","A_25to49","A_50to64","A_65plus","M_All","M_0to14","M_15to24","M_25to49","M_50to64","M_65plus","F_All","F_0to14","F_15to24","F_25to49","F_50to64","F_65plus"
"E07000052","West Dorset","E01020542","WestDorset001A","West Dorset 001A",-0.47,-0.85,17.44,-2.99,-0.74,-1.89,2.79,9.84,22.5,-5.43,3.23,1.83,-3.15,-12.28,13.04,-0.72,-4.08,-4.53
"E07000052","West Dorset","E01020543","WestDorset001B","West Dorset 001B",4.52,5.36,6.82,2.76,18.14,-4.7,9.43,14.73,24.39,4.37,23.21,-6.67,0,-3.79,-8.51,1.31,13.16,-2.96
"E07000052","West Dorset","E01020544","WestDorset001C","West Dorset 001C",-0.64,-3.16,0,-6.4,-4.64,4.04,0.13,4.4,34.18,-11.98,-7.97,0.36,-1.23,-10.1,-31.4,-1.13,-1.41,6.18
"E07000052","West Dorset","E01020546","WestDorset001E","West Dorset 001E",-31,-38.16,-62.13,-9.7,-0.88,-6.93,-25.41,-20.5,-47.16,-8.33,1.68,-9.93,-36.94,-58.04,-85.17,-10.97,-3.67,-5.14
"E07000052","West Dorset","E01020547","WestDorset001F","West Dorset 001F",9.19,12.21,15.45,10.47,3.06,8.43,14.11,25.64,46.67,7.25,11.65,4.24,5.05,1.06,-6.15,13.29,-3.97,12.21
"E07000052","West Dorset","E01032642","WestDorset001H","West Dorset 001H",2.63,2.17,13.38,2.74,-1.14,1.29,-3.28,-17.79,-11.88,3.03,-0.45,0,7.53,22.64,28.57,2.47,-1.82,2.2
"E07000052","West Dorset","E01020497","WestDorset002A","West Dorset 002A",1.22,-1.44,15.58,-2.91,3.89,-0.18,1.35,8.26,27.14,-10.81,0.9,1.95,1.11,-8.92,5.95,4.89,7.01,-1.95
"E07000052","West Dorset","E01020508","WestDorset002B","West Dorset 002B",-2.74,-1.71,-17.08,3.27,-3.05,-1.24,1.99,-7.76,37.66,5.05,-3.35,-0.93,-6.89,4.24,-42.94,1.51,-2.81,-1.55
"E07000052","West Dorset","E01020541","WestDorset002C","West Dorset 002C",0.86,-7.62,11.88,7.69,-2.53,0.34,-0.3,-11.9,7.87,10.4,-2.07,-2.05,2.02,-2.24,16.9,5.14,-2.94,2.69
"E07000052","West Dorset","E01020550","WestDorset002D","West Dorset 002D",3.69,2.27,13.64,17.46,-5.21,0.38,3.43,-3.6,11.48,20.41,-4.79,0.79,3.93,8.26,15.49,14.88,-5.58,0
"E07000052","West Dorset","E01020494","WestDorset003A","West Dorset 003A",1.38,4.91,0.83,8.81,-4.64,-2,0.52,3.3,3.64,9.22,-5.59,-4.79,2.23,6.94,-1.54,8.44,-3.65,0.65
"E07000052","West Dorset","E01020495","WestDorset003B","West Dorset 003B",0.66,-7.1,17.7,-2.27,3.04,0,2.6,0,12.9,2.19,2.94,0.87,-1.13,-15.38,23.53,-5.81,3.15,-0.71
"E07000052","West Dorset","E01020496","WestDorset003C","West Dorset 003C",1.92,1.46,-2.29,12.18,0,-1.34,-2.75,-8.94,-18.52,10.67,-5.3,-1.16,6.38,17.07,24,13.58,4.79,-1.47
"E07000052","West Dorset","E01020506","WestDorset003D","West Dorset 003D",0.71,-5.7,-4.32,12.54,-1.99,-0.16,2.01,-7.26,1.15,18.64,-2.55,0,-0.68,-3.85,-10.67,6.02,-1.38,-0.32
"E07000052","West Dorset","E01020530","WestDorset003E","West Dorset 003E",-1.8,-3.57,3.08,0.5,-1.95,-3.58,-2.05,0.79,-5.88,-3.18,-1.16,-2.09,-1.54,-8,20,4.92,-2.76,-5
"E07000052","West Dorset","E01020534","WestDorset003F","West Dorset 003F",-0.65,-7.05,10.29,2.3,-4.65,1.42,-0.94,-12.5,14.94,4.1,-3.16,0.41,-0.37,0,5.68,0.68,-5.96,2.43
"E07000052","West Dorset","E01020509","WestDorset004A","West Dorset 004A",0.75,2.84,5.41,-0.29,-0.33,-0.12,2.95,0.93,17.21,2.84,4.1,-1.32,-1.22,4.81,-5.11,-2.97,-4.36,0.9
"E07000052","West Dorset","E01020510","WestDorset004B","West Dorset 004B",3.29,-9.62,25,3.28,-3.2,9.12,5.65,-5.88,41.67,4.49,0.99,7.07,1.14,-13.21,11.36,2.2,-6.84,11.07
